radius_bias_-1,vg_bias_-1,radius_bias_0,vg_bias_0,radius_bias_1,vg_bias_1
,,,,,
,,,,,
-6.099291441594504e-05,14.15086927476618,0.00042145765404046076,34.65920780269627,0.0003535058019075799,74.1178871280161
-6.0253431015398415e-05,4.42387568406798,-0.00025033656490703465,30.34417810871986,-0.00011434322639648602,50.53426547685587
-3.263221178453901e-06,1.46340283362413,-5.141448872678263e-05,14.782369794052308,6.805835834392329e-05,24.61097583131285
-5.724809225859592e-05,1.6011085224588655,-3.297804107180516e-05,8.058056063886013,7.620807146406852e-05,10.445790728969897
5.243988084664003e-05,0.10757416706015732,0.0001358747919486293,0.5983055751286166,0.0001693706040781385,0.48294968229815893
-2.845946917688115e-05,-0.49428518396395305,-0.00016815091013811824,-2.088423776929389,-0.00022210091046711428,-3.181273547609411
-7.133573588996231e-05,-0.22422222586508767,-2.9840776041935302e-05,-3.462902763371332,-0.0001343954987887662,-5.6318634812494
6.697759473778958e-06,-0.0719318709614658,0.00012022798062303122,-2.216445187889949,0.00010230687849951958,-6.486233184118813
3.1493602306517654e-05,-0.0763364304528924,6.291881013023234e-05,-0.9489381806427453,0.0001464260590347162,-4.232503657264495
9.916617375298892e-06,-0.11293516699028672,-4.639999460119559e-06,-0.33395137342137815,6.653422109071175e-05,-1.8383105677569116
3.191645198518528e-05,0.030034754264258723,-2.0146249046459203e-05,-0.34582492284721944,-0.00016073414112860104,-0.9735172293084702
5.141935195361949e-05,-0.05953794872849727,2.4649056997505525e-05,-0.6286936983174023,-7.370782660375344e-05,-1.153912561343759
-0.0001400177534283155,-0.19311775349676275,-0.0003867214210729643,0.3658479608803695,-0.0003885069393375386,-0.8957130649005078
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
