logg_bias_-1,vg_bias_-1,logg_bias_0,vg_bias_0,logg_bias_1,vg_bias_1
-0.010463777478752156,-0.5652775184488465,-0.003961995068946678,-0.9071881684757166,-0.007149670185429002,-1.2464387673071942
0.0013308903194246824,-0.26114616581123506,-0.004936505670434244,-0.6443844245709514,-0.00916965855877816,-1.0885554516042966
0.0011027222415158633,-0.16194607853018184,0.0001946120511879812,-0.4092521047391955,0.0022602098324995268,-0.6713268150171796
0.00014021216344328735,-0.15593301511653657,-0.00020432290593674907,-0.3823054316845518,0.0014154283202554296,-0.7129881621389504
-0.001160850392238011,-0.2163884636686717,-0.00011474095965269271,-0.776700051699434,0.004178046583646733,-1.5590436102618916
-0.005022685928353532,-0.8100341597038021,-0.0024253771779116917,-1.659272251992732,-0.0052301629104087866,-3.150070761187436
0.0005970093918632458,-1.2126105360245418,0.0035931155879804777,-2.4128373507922944,0.004495257264840902,-3.646792748705458
-0.002808444165231627,-1.4196064405940092,0.0007417889060894467,-2.3852771175708156,0.0009757132982297634,-3.2233040858598194
0.0011544474774396463,-0.9236248445599102,0.0030413798735189346,-1.3114290950547272,0.0018510425568587507,-1.8035293531380923
-0.002413124394591293,0.05298393436769899,-0.001295967134701037,0.23844582937033465,-0.0020350355820903943,0.15645307569681677
-0.004286040325432339,1.3769196248941498,-0.005076612966782079,2.107813290100104,-0.007596683725754616,2.4134301210802853
-0.001680563449335537,2.248813645426125,-0.0007427794742440597,3.9426300631178037,0.00031318352940878924,5.2832508442171005
0.003622720456514017,1.6995245145244482,-0.0015189365906103092,3.765821448160743,0.002518957293958124,6.840154965931653
-0.0017816847668115088,1.139011256018179,0.0002572379037708572,3.3565381075528364,0.0003091259333505292,6.9551212901044295
-0.0034624197002042223,1.3547215533426709,-0.004944409597701593,3.5063748482523422,0.00024175644139212693,7.38550484840254
-0.0039732163084380545,2.3280091065081763,-0.003929888126407377,5.187667991353891,0.00018870683833505097,8.518010486575768
0.0072249839072551225,3.239872359410043,-0.0072842704377773515,6.92266894441542,0.00021269356187403332,9.634746800770628
-0.005407882098424466,2.519788401629242,0.014798221037661818,9.512836368210117,0.02652662694983121,13.330081299205887
-0.014189847536160372,3.5307990546742474,0.037869902297046565,8.158567797578542,0.002246492145710377,9.585141188689278
-0.009828729956923965,3.516811403364983,-0.01904902437708067,0.7485837092508376,-0.005457043215473689,10.701562320295366
