Name                    |MPF            |     plx|  e_plx|  Teff|e_Teff| logg|e_logg|   plxsp| e_plxsp|Comment
------------------------|---------------|--------|-------|------|-----|-----|-----|--------|--------|-----------------
SDSS J000022.88-000635.7|51791-0387-166 | 2.41460|0.28810| 23013|  473|7.443|0.064| 1.84623| 0.12224|
SDSS J000034.06-052922.4|54380-2624-261 | 5.12254|0.17227| 20299|  148|7.799|0.022| 5.23086| 0.10821|
SDSS J000034.07-010820.0|52203-0685-187 | 5.68123|0.23765| 13006|  222|8.025|0.054| 5.59269| 0.25335|
SDSS J000051.85+272405.3|54452-2824-272 | 2.17536|0.38865| 21961|  371|7.946|0.051| 2.25211| 0.10966|
SDSS J000100.42-042742.9|54327-2630-359 | 2.41227|0.32521| 17138|  225|7.604|0.041| 2.50832| 0.09545|
SDSS J000126.85+272000.1|54368-2803-211 | 9.67890|0.12561| 10040|   48|7.946|0.045| 9.09047| 0.32092|
SDSS J000228.16+235547.9|54389-2822-251 | 2.73712|0.38966| 27218|  296|7.929|0.046| 1.97087| 0.08451|
SDSS J000241.09-052627.1|54327-2630-235 | 2.63657|0.65421| 24292|  543|7.739|0.075| 1.42201| 0.10281|
SDSS J000302.59+240555.8|54389-2822-211 | 3.34161|0.32785| 13177|  219|8.002|0.050| 3.64886| 0.15661|
SDSS J000410.42-034008.6|54380-2624-458 |21.07593|0.09974|  7054|   26|7.916|0.045|20.64016| 0.68206|
SDSS J000421.63+282121.9|54452-2824-536 | 3.41594|0.35232| 17144|  202|7.956|0.038| 2.91297| 0.09923|
SDSS J000423.83+290103.0|54452-2824-593 | 1.51298|0.38241| 22448|  411|8.009|0.057| 1.99157| 0.10844|
SDSS J000505.85-040449.3|54327-2630-539 | 3.10884|0.40019| 22936|  243|7.915|0.033| 2.70113| 0.08642|
SDSS J000546.70+291539.0|54452-2824-621 | 4.10564|0.21071| 15507|  156|8.006|0.028| 3.80278| 0.10167|
SDSS J000546.75+273049.2|54368-2803-110 | 6.37426|0.11096| 20477|  302|8.304|0.045| 5.80304| 0.25765|
SDSS J000611.23-044455.6|54327-2630-551 | 4.15053|0.23109| 17629|  149|7.942|0.027| 3.88266| 0.09556|
SDSS J000626.69+242441.7|54389-2822-147 | 3.44523|0.28856| 18817|  270|7.975|0.046| 2.78664| 0.11888|
SDSS J000635.36-050529.7|54327-2630-114 |10.06009|0.30218|  7116|   78|8.030|0.132| 9.42081| 0.90434|
SDSS J000712.66+241255.3|54389-2822-054 | 1.67835|0.33158| 22205|  507|7.978|0.070| 1.95842| 0.12985|
SDSS J000737.18-090629.3|52141-0651-416 | 3.21435|0.26394| 20246|  411|7.876|0.062| 2.93226| 0.16679|
SDSS J000738.04+004003.3|52994-1490-507 | 5.38491|0.28482| 10259|   72|8.088|0.058| 6.22082| 0.30047|
SDSS J000738.52+245715.0|54389-2822-112 | 2.68739|0.25732| 17566|  226|8.033|0.041| 2.96082| 0.11118|
SDSS J000757.81-050251.5|54327-2630-078 | 4.66132|0.35358| 11173|  141|7.901|0.062| 4.14945| 0.21591|
SDSS J000946.45+144310.7|52251-0751-101 | 4.53322|0.13670| 24568|  241|7.887|0.034| 3.95580| 0.12982|
SDSS J001000.93+254826.2|54389-2822-613 | 3.49644|0.25942| 12632|  174|8.079|0.042| 4.18085| 0.14796|
SDSS J001148.20-092110.3|52138-0652-348 | 5.77686|0.16660| 12686|  191|7.802|0.058| 5.17986| 0.23425|
SDSS J001245.61+143956.4|52251-0752-221 | 2.94594|0.25994| 10942|  127|7.773|0.064| 4.92650| 0.25799|
SDSS J001339.11+001924.9|51795-0389-431 |24.96027|0.05954|  9470|   20|8.038|0.021|26.07522| 0.45268|
SDSS J001518.88+135332.9|52251-0752-099 |12.50384|0.13191|  8588|   32|7.955|0.043|12.42451| 0.40819|
SDSS J001655.50-005604.6|52518-0687-100 | 5.11023|0.18593| 16020|  277|7.937|0.052| 4.68957| 0.22318|
SDSS J001836.11+003151.2|52203-0688-348 | 7.15287|0.14099| 11641|  120|7.938|0.044| 7.07246| 0.26063|
SDSS J001840.01+344154.3|52999-1468-181 |10.43523|0.15129|  7474|   42|7.943|0.068|10.16711| 0.51185|
SDSS J002049.39+004435.1|51900-0390-455 |21.17090|0.10387|  8933|   22|8.486|0.025|21.53499| 0.50716|
SDSS J002126.69-093714.2|53321-1913-433 | 3.40774|0.31482| 18927|  201|7.939|0.034| 3.05034| 0.09671|
SDSS J002309.03-003342.1|52203-0688-164 | 9.68591|0.10955| 16409|  112|8.110|0.020| 9.58371| 0.18629|
SDSS J002335.57+064325.5|54738-3106-294 | 8.85767|0.23785|  7531|   58|7.910|0.093| 8.28993| 0.55646|
SDSS J002430.27-090854.9|53293-1912-448 | 4.18054|0.15314| 22402|  257|7.951|0.035| 3.86409| 0.13076|
SDSS J002516.45-095238.6|53321-1913-512 | 4.53291|0.19577| 10957|   60|8.214|0.028| 7.23302| 0.19348|
SDSS J002528.96-110723.0|53321-1913-097 | 3.00305|0.36768| 18561|  419|7.946|0.072| 2.26283| 0.14829|
SDSS J002544.73-092739.2|53321-1913-513 | 4.24216|0.28171| 13493|  220|8.030|0.038| 4.23056| 0.15520|
SDSS J002602.29-103752.0|52145-0653-141 |11.25413|0.07937|  9999|   29|7.760|0.029|13.68040| 0.30291|
SDSS J002611.94-094613.4|53321-1913-543 | 2.91470|0.32518| 19646|  217|7.904|0.034| 2.76818| 0.08997|
SDSS J002617.18-102857.9|53321-1913-106 | 5.13811|0.17058| 15028|  154|8.033|0.025| 5.05212| 0.12573|
SDSS J002634.39+353337.6|52999-1468-634 | 9.98196|0.17730|  8706|   30|8.081|0.038| 9.97454| 0.30453|
SDSS J002636.48-100330.5|52145-0653-115 | 3.38039|0.19055| 20261|  334|7.837|0.050| 3.11133| 0.14394|
SDSS J002645.52-002531.7|52262-0689-264 | 7.95940|0.12311|  8040|   45|7.818|0.068|11.77411| 0.58000|
SDSS J002806.49+010112.2|51782-0391-443 | 2.95658|0.15507| 27352|  286|7.837|0.045| 2.79071| 0.11713|
SDSS J003033.12+070657.6|53709-2312-320 | 6.65442|0.15806| 13259|  228|8.249|0.044| 6.98377| 0.28343|
SDSS J003054.47-092723.0|52146-0654-428 | 2.39071|0.31810| 23408|  495|7.593|0.067| 2.05749| 0.13731|
SDSS J003202.36+155636.8|51821-0417-535 | 2.89765|0.23473| 22910|  415|7.932|0.058| 2.55473| 0.14082|
SDSS J003230.46-175323.3|54453-2848-503 | 9.44399|0.09480| 13554|  133|8.034|0.021| 9.96677| 0.21036|
SDSS J003356.84+062401.1|53709-2312-250 | 5.52027|0.15041| 22238|  170|7.985|0.023| 5.52712| 0.12411|
SDSS J003426.93+151801.8|51884-0418-399 |22.34109|0.09883|  6930|   29|7.910|0.053|20.67089| 0.80505|
SDSS J003508.26+135045.3|51817-0418-242 | 4.17489|0.08022| 23228|  199|7.392|0.027| 4.02053| 0.11532|
SDSS J003511.65+001151.5|52262-0689-638 |14.99345|0.07389|  9520|   25|7.974|0.028|14.97713| 0.33109|
SDSS J003641.61+242205.0|53327-2038-307 |11.05669|0.16028|  7899|   58|8.133|0.084|12.99201| 0.85827|
SDSS J003643.37+254105.8|53349-2058-334 | 3.39631|0.21417| 21037|  236|7.963|0.034| 3.09430| 0.09967|
SDSS J003719.12+003139.3|52261-0690-422 | 6.25363|0.25460| 10849|   72|8.262|0.036| 9.39123| 0.32482|
SDSS J003756.55+242146.6|53349-2058-267 | 2.97084|0.40840| 16511|  267|7.962|0.050| 2.66751| 0.12213|
SDSS J003801.20+152837.9|51884-0418-490 | 4.31319|0.14669| 22979|  246|8.081|0.034| 3.98184| 0.13236|
SDSS J003900.84+155009.0|51817-0418-537 | 3.42794|0.31659| 14572|  645|8.259|0.057| 4.11729| 0.30441|
SDSS J003958.46+250937.5|53349-2058-470 | 3.16904|0.35675| 17039|  180|8.020|0.033| 3.03162| 0.09134|
SDSS J004020.55+245433.2|53349-2058-472 | 3.08227|0.37814| 10529|   86|8.015|0.056| 3.68652| 0.17144|
SDSS J004022.22-010307.7|53706-1905-287 | 4.43498|0.35880| 16818|  409|8.554|0.059| 4.19129| 0.27255|
SDSS J004054.80+235044.8|53349-2058-125 | 0.87973|0.20573| 36700|  410|7.259|0.059| 0.98196| 0.05519|
SDSS J004103.12+142248.6|53242-1896-236 | 4.05935|0.13989| 23280|  274|7.913|0.038| 3.68217| 0.13471|
SDSS J004105.49+064152.3|53710-2327-020 | 5.93630|0.26905|  9289|   62|8.036|0.073| 6.05343| 0.34684|
SDSS J004314.03-005445.3|52199-0691-249 | 2.08790|0.27608| 24579|  561|8.068|0.079| 2.33361| 0.17500|
SDSS J004346.36+254910.5|53349-2058-534 | 3.58327|0.26445| 15891|  153|7.992|0.028| 3.58671| 0.09495|
SDSS J004415.12+254235.6|53349-2058-539 | 4.53062|0.22912| 16046|  114|7.919|0.021| 4.43991| 0.08700|
SDSS J004432.55+255537.5|53349-2058-576 | 2.72546|0.48108| 13919|  350|8.273|0.054| 3.38727| 0.18781|
SDSS J004445.20+253548.7|53349-2058-546 | 2.65768|0.32856| 16577|  188|7.591|0.037| 2.49362| 0.08571|
SDSS J004511.95+250330.9|53349-2058-558 | 6.19295|0.39000| 18236|  393|8.831|0.059| 4.34266| 0.29708|
SDSS J004558.03+145449.8|51879-0419-114 |15.58461|0.15249|  6930|   90|8.567|0.146|18.01170| 2.28533|
SDSS J004610.37+133910.3|51868-0419-081 | 6.31339|0.19875| 10903|  133|8.098|0.068| 6.48285| 0.38759|
SDSS J004648.66+250915.1|53349-2058-591 | 3.16249|0.21045| 16738|  166|7.955|0.031| 3.44060| 0.09869|
SDSS J004741.05+004201.8|53706-1905-611 | 2.90307|0.34296| 17667|  272|8.098|0.048| 2.77058| 0.12374|
SDSS J005047.62-002316.9|51913-0394-227 | 6.99087|0.27593| 10933|   96|8.585|0.046| 6.54178| 0.31955|
SDSS J005149.64+005950.7|52201-0692-380 | 4.53688|0.13575| 25403|  344|8.051|0.050| 4.28977| 0.20294|
SDSS J005156.86+010052.2|51913-0394-451 | 5.90644|0.24237| 10077|   52|8.175|0.047| 6.54146| 0.25879|
SDSS J005436.05-004941.7|51913-0394-020 | 9.46949|0.19338|  7372|   76|8.003|0.122| 9.64480| 0.86538|
SDSS J005438.84-095219.7|52177-0657-511 |14.56998|0.09020|  8826|   25|7.897|0.033|14.26985| 0.35970|
SDSS J005547.29+000358.7|52201-0692-557 | 4.49268|0.25631| 15339|  342|8.230|0.047| 4.43819| 0.22482|
SDSS J005547.78-084507.3|52177-0657-569 | 2.17708|0.08787| 83992| 3117|7.169|0.085| 1.58728| 0.16380|models with C/N/O
SDSS J005729.28-005348.3|52254-0693-286 | 9.74727|0.16538|  6739|   73|7.812|0.141|14.65221| 1.41727|
SDSS J010020.69+135448.9|51821-0421-208 | 1.63731|0.24368| 25746|  405|7.391|0.056| 1.80253| 0.10466|
SDSS J010316.66+000859.7|53728-2328-388 |10.17557|0.24842|  6679|   74|7.736|0.145| 9.67822| 0.95016|
SDSS J010530.28+004010.1|51816-0396-508 | 1.54540|0.16617| 60347| 2753|7.825|0.147| 1.57804| 0.22181|models with C/N/O
SDSS J010543.14-092054.6|52199-0659-381 |14.36004|0.10086|  8115|   43|8.047|0.061|14.83926| 0.69878|
SDSS J010602.97+004717.0|53728-2328-379 | 7.89612|0.19967|  8746|   36|8.054|0.045| 8.30377| 0.29760|
SDSS J010816.46-001813.2|53728-2328-156 | 4.22089|0.22342| 15151|  196|8.023|0.033| 4.06393| 0.13116|
SDSS J010848.27+151518.0|54368-2804-236 | 6.86663|0.10528| 17718|  268|7.769|0.049| 6.42175| 0.28373|
SDSS J010947.00-090742.2|54467-2864-344 | 1.71399|0.22495| 52630| 1152|7.651|0.082| 1.24893| 0.09893|
SDSS J011055.07+143922.3|51878-0422-546 |19.52507|0.09671|  9202|   26|8.469|0.028|18.23939| 0.47841|
SDSS J011056.57-005624.3|53728-2328-050 | 3.06188|0.36703| 18044|  301|7.969|0.053| 2.73638| 0.13220|
SDSS J011056.59+143458.4|54439-2825-140 | 5.06085|0.17774| 15044|  198|8.070|0.031| 5.17139| 0.16207|
SDSS J011100.64+001807.2|53728-2328-592 | 3.45712|0.33590| 11705|  135|8.188|0.042| 4.39334| 0.17688|
SDSS J011127.12+252701.0|53706-2060-306 | 4.41799|0.20291| 21808|  275|8.310|0.038| 3.97263| 0.15308|
SDSS J011258.46+164407.1|54439-2825-530 | 3.37042|0.36456| 11731|  188|8.057|0.063| 3.74059| 0.20785|
SDSS J011302.70-100615.9|54467-2864-189 | 3.65823|0.32653| 13050|  308|8.259|0.061| 4.16874| 0.23057|
SDSS J011417.36-091934.6|52177-0660-388 | 5.55747|0.17449| 12905|  200|8.030|0.049| 5.95923| 0.24317|
SDSS J011450.78+260751.2|53706-2060-426 | 4.13767|0.16928| 20616|  175|7.907|0.026| 3.44482| 0.08405|
SDSS J011526.98+160445.6|54368-2804-630 | 6.75026|0.14180| 15276|  194|8.060|0.032| 6.75299| 0.21443|
SDSS J011541.62+310404.2|53711-2061-265 | 2.53138|0.24517| 27392|  229|7.813|0.036| 2.36978| 0.08003|
SDSS J011634.46+312852.6|53387-2041-227 | 6.46877|0.11458| 24921|  144|7.928|0.020| 5.62565| 0.10924|
SDSS J011642.70+314618.1|53711-2061-386 | 4.62350|0.30655| 12286|  144|8.105|0.039| 5.20121| 0.17962|
SDSS J011736.63+261511.9|53706-2060-487 | 1.36680|0.65938| 19389|  364|7.952|0.059| 2.13413| 0.11782|
SDSS J011808.57+270308.2|53706-2060-569 | 3.86836|0.26050| 16291|  187|8.072|0.034| 3.57788| 0.11587|
SDSS J011919.97-085736.1|54467-2864-608 | 1.99422|0.49886| 23140|  401|7.923|0.055| 1.99855| 0.10526|
SDSS J011924.40+302650.3|53711-2061-121 | 2.84684|0.27159| 22349|  297|7.907|0.041| 2.84229| 0.11173|
SDSS J011933.53+261610.5|53706-2060-542 | 2.62895|0.47673| 20419|  366|8.154|0.055| 2.22148| 0.11592|
SDSS J011933.94+323453.9|53711-2061-443 | 5.14832|0.26043| 16078|  273|8.423|0.037| 4.67257| 0.19394|
SDSS J011936.74+321400.2|53387-2041-487 | 3.47254|0.16160| 24981|  243|7.882|0.034| 3.10781| 0.10099|
SDSS J011950.48+255149.1|53706-2060-556 | 6.38632|0.26244|  9830|   42|8.228|0.041| 6.25107| 0.22236|
SDSS J011951.17+402159.9|53351-2043-326 | 6.61824|0.15289| 11844|  133|8.204|0.039| 7.68316| 0.29387|
SDSS J012041.19+395307.2|53359-2063-359 | 3.96532|0.34444| 19236|  167|7.898|0.027| 3.31197| 0.08475|
SDSS J012108.69+245836.5|53706-2060-013 | 3.60888|0.47616| 18076|  397|7.887|0.071| 2.23920| 0.14250|
SDSS J012208.93+064430.3|53725-2329-238 | 3.74101|0.46228| 13889|  651|8.035|0.067| 2.88293| 0.22844|
SDSS J012227.10+321651.5|53711-2061-550 | 3.78753|0.66538| 15526|  204|7.628|0.040| 2.63723| 0.09816|
SDSS J012234.67+003026.4|52209-0696-476 | 8.23648|0.12360| 11652|   64|7.932|0.024| 8.91801| 0.18013|
SDSS J012306.81+403757.5|53359-2063-407 | 2.68781|0.25966| 18008|  175|7.797|0.032| 2.87103| 0.08337|
SDSS J012459.73+390804.5|53381-2062-493 | 1.04464|0.24824| 29484|  315|7.298|0.060| 1.12713| 0.06670|
SDSS J012517.87+080657.7|53725-2329-539 | 0.86316|0.34718| 31487|  231|7.950|0.052| 1.57883| 0.06980|
SDSS J012534.99+385047.0|53381-2062-517 | 3.79625|0.42524| 13571|  414|8.024|0.063| 3.09934| 0.19555|
SDSS J012634.43-084038.6|54465-2878-374 | 9.89573|0.17930|  7952|   57|8.383|0.078|13.16462| 0.88438|
SDSS J012828.98+385436.5|53378-2042-600 | 3.89615|0.15853| 75428| 1240|7.779|0.054| 2.99955| 0.16884|
SDSS J012836.23+072020.3|53725-2329-598 | 3.84812|0.39045| 12031|  183|8.083|0.056| 3.43341| 0.16299|
SDSS J012851.81+151311.0|51893-0424-618 | 8.09465|0.14032|  9543|   59|8.059|0.065| 8.53524| 0.44092|
SDSS J012950.44-101842.0|54465-2878-094 | 4.29482|0.26724| 12194|  181|7.999|0.055| 4.54625| 0.20401|
SDSS J013112.64-095820.1|52178-0662-240 | 2.47461|0.30026| 30872|  357|7.837|0.078| 1.80565| 0.11934|
SDSS J013358.25-000333.1|52226-0697-111 | 3.39312|0.29577| 19566|  346|8.021|0.055| 3.14011| 0.16402|
SDSS J013440.94-010902.3|51820-0400-136 | 4.55228|0.21323| 10255|   82|7.816|0.068| 5.75108| 0.30504|
SDSS J013441.75-095801.9|53729-1914-227 | 6.89265|0.11512| 18635|  102|7.855|0.018| 6.45062| 0.10730|
SDSS J013532.97+144556.0|51884-0425-589 |12.82577|0.08896|  7815|   29|7.628|0.048|13.47233| 0.46475|
SDSS J013812.73+010350.7|52203-0698-409 | 0.47454|0.33261| 80796| 6956|7.108|0.195| 0.55338| 0.12250|models with C/N/O
SDSS J014022.41+242718.4|53341-2064-538 | 5.55281|0.29040| 12638|  188|8.469|0.038| 5.64763| 0.22608|
SDSS J014134.22-005611.8|53315-1907-258 | 1.08007|0.37274| 23818|  371|7.671|0.051| 1.87522| 0.09402|
SDSS J014237.22-101958.5|54503-2865-088 | 4.72039|0.15676| 14210|  248|7.944|0.032| 4.67124| 0.16395|
SDSS J014257.28+144717.3|53262-1899-331 | 3.85641|0.29806| 11675|  175|8.059|0.059| 3.96784| 0.20725|
SDSS J014319.92+004005.8|53315-1907-451 | 1.91059|0.33042| 26035|  334|7.856|0.049| 1.66521| 0.07681|
SDSS J014332.83+241706.9|53327-2044-582 | 3.78316|0.16245| 25876|  266|7.871|0.039| 3.12811| 0.11522|
SDSS J014342.45+131013.6|51820-0429-296 |11.70904|0.17325|  8032|   37|8.082|0.053|12.48732| 0.51707|
SDSS J014408.75+142003.2|53262-1899-429 | 1.73145|0.37749| 19388|  313|8.030|0.051| 2.48447| 0.11979|
SDSS J014413.38+140719.4|53262-1899-434 | 3.63423|0.31154| 18186|  196|7.853|0.035| 3.25217| 0.10376|
SDSS J014637.92+144441.8|53262-1899-443 | 2.98386|0.42099| 23756|  320|8.054|0.044| 2.44477| 0.10466|
SDSS J014847.62-000120.8|53315-1907-039 | 3.28253|0.23950| 17498|  191|7.951|0.035| 3.41410| 0.10818|
SDSS J015259.19+010018.5|51793-0402-523 |11.55201|0.10015| 13167|  105|7.963|0.024|10.10409| 0.21002|
SDSS J015428.39-100826.2|52168-0665-131 | 1.60166|0.26890| 26646|  477|7.257|0.069| 1.53947| 0.11076|
SDSS J015500.01-004121.9|54478-2866-318 | 4.81214|0.28299|  9108|   70|7.623|0.100| 4.21362| 0.30594|
SDSS J015823.97-003510.7|54478-2866-162 | 2.23507|0.41538| 17524|  339|7.853|0.063| 2.37976| 0.13299|
SDSS J015854.18+123813.3|51900-0427-297 |12.37272|0.14579|  7607|   56|7.913|0.090|11.30681| 0.73650|
SDSS J015939.47-005416.0|53678-2065-125 | 1.25976|0.26061| 59193| 2661|7.574|0.145| 0.85744| 0.12152|models with C/N/O
SDSS J020229.64-091657.7|52149-0666-141 | 9.03436|0.26018|  7641|   63|8.032|0.097| 9.30978| 0.67508|
SDSS J020439.19+220724.7|53349-2066-275 | 4.33512|0.25646| 12013|  178|8.236|0.049| 4.63394| 0.21283|
SDSS J020626.89-005710.0|51812-0404-131 |17.56316|0.17227|  7297|   83|8.547|0.123|16.49671| 1.78729|
SDSS J020708.82+213818.7|53349-2066-212 | 2.28026|0.62926| 21056|  504|7.794|0.072| 1.88869| 0.12717|
SDSS J020851.65+005332.5|52178-0702-448 | 7.07024|0.10431| 13020|  134|8.005|0.033| 7.96534| 0.22146|
SDSS J020952.21+055430.9|53726-2306-290 | 3.26460|0.12321| 29195|  212|7.661|0.039| 2.70654| 0.09802|
SDSS J020952.78-000644.0|52178-0702-160 | 7.79049|0.21469|  9429|   67|8.318|0.070| 8.37625| 0.51303|
SDSS J021028.69+124319.0|51883-0428-138 | 6.67870|0.12139| 16949|  174|7.747|0.033| 5.91588| 0.17603|
SDSS J021101.16+220928.6|53349-2066-120 |12.64884|0.42506|  6233|  113|8.286|0.236|14.73553| 2.56437|
SDSS J021146.88+140358.1|51883-0428-492 | 2.86569|0.26710| 26621|  399|7.949|0.060| 2.32742| 0.13012|
SDSS J021326.76+001103.6|52209-0703-382 | 6.10964|0.20586| 10400|   73|8.034|0.052| 6.06810| 0.26640|
SDSS J021348.57+054223.0|53711-2321-089 | 3.88856|0.21357| 14967|  251|8.024|0.040| 4.03354| 0.16035|
SDSS J021406.78-082318.4|52162-0668-354 | 5.21724|0.15348| 11579|  151|7.841|0.062| 5.23145| 0.25509|
SDSS J021517.11+001440.5|51816-0405-502 | 3.48927|0.17330| 21876|  366|8.005|0.051| 3.47921| 0.16938|
SDSS J021553.99-001550.5|52209-0703-174 | 3.06032|0.29097| 17071|  399|8.100|0.071| 3.10629| 0.20181|
SDSS J021724.21+063057.3|53711-2321-036 | 2.70554|0.24788| 16733|  306|7.769|0.059| 2.64346| 0.14007|
SDSS J021744.29+005823.9|51816-0405-601 | 5.98699|0.17043| 13550|  288|8.134|0.052| 6.55687| 0.32342|
SDSS J021837.76+003334.2|52209-0703-589 | 4.89420|0.17360| 18703|  186|8.115|0.032| 4.55672| 0.13877|
SDSS J021952.57-002249.0|51816-0405-026 | 6.39394|0.12775| 20976|  212|7.887|0.031| 6.29053| 0.18361|
SDSS J022108.67+004924.7|51869-0406-385 | 4.72301|0.32582| 10492|   95|8.180|0.065| 5.38959| 0.30216|
SDSS J022207.04-010050.3|51869-0406-251 | 5.09328|0.16273| 12376|  184|7.978|0.053| 5.10652| 0.21847|
SDSS J022435.47+003857.5|54082-2636-530 | 2.45498|0.31959|  9649|   53|8.011|0.057| 4.83726| 0.21819|
SDSS J022446.30-074820.2|53738-2067-334 | 2.50845|0.14180| 19216|  160|7.501|0.028| 2.87370| 0.07936|
SDSS J022642.98-074208.6|53738-2067-370 | 3.17487|0.34140| 21363|  273|7.928|0.039| 2.87548| 0.10617|
SDSS J022742.23+000555.7|51869-0406-034 | 2.32864|0.35685| 24294|  534|7.997|0.075| 2.06500| 0.14697|
SDSS J022808.54-083501.2|51908-0454-512 | 9.51879|0.11194| 13668|  166|8.136|0.027| 8.30495| 0.22296|
SDSS J022838.25+262236.4|53764-2399-353 | 9.07209|0.16653|  8088|   33|7.938|0.048| 9.12478| 0.32913|
SDSS J022919.71+255536.7|53764-2399-376 | 2.68453|0.35707| 22262|  462|7.857|0.064| 2.05194| 0.12451|
SDSS J023102.35+252012.2|53764-2399-173 | 2.72721|0.27231| 29340|  259|7.892|0.049| 1.99287| 0.08771|
SDSS J023245.74+262856.2|53762-2379-501 | 5.20604|0.15995| 13321|  194|8.075|0.041| 5.86880| 0.21344|
SDSS J023531.59+271332.9|54082-2444-289 | 4.13686|0.24459| 15388|  212|8.112|0.034| 4.54346| 0.15575|
SDSS J023915.20+265608.4|54065-2442-126 | 5.41806|0.14192| 21226|  250|7.887|0.036| 4.79761| 0.16314|
SDSS J023944.39+281534.9|54082-2444-489 | 1.77697|0.30147| 37386|  649|7.810|0.088| 1.35834| 0.10565|
SDSS J024305.81-072835.3|51910-0456-372 | 8.51384|0.18088|  8821|   47|8.067|0.058| 9.45892| 0.43702|
SDSS J024602.67+002539.3|51871-0409-390 | 6.34563|0.12611| 14836|  179|7.983|0.029| 6.22121| 0.18121|
SDSS J024746.30+000331.6|52177-0707-506 | 8.14848|0.07757| 19580|  133|8.023|0.021| 7.70487| 0.15684|
SDSS J024821.95+005109.1|51871-0409-539 | 4.32421|0.20124| 15271|  253|8.051|0.042| 4.58370| 0.18913|
SDSS J024854.96+334548.4|53768-2398-243 | 1.58606|0.32158| 34714|  410|7.282|0.079| 1.01775| 0.07524|
SDSS J025032.79-005823.4|52175-0708-282 | 5.17589|0.14597| 19078|  151|8.013|0.025| 5.07821| 0.12069|
SDSS J025049.44+343651.0|53768-2398-365 | 3.25316|0.40244| 22646|  357|8.048|0.049| 2.44545| 0.11584|
SDSS J025052.33+352848.5|53768-2398-343 | 4.44298|0.29961| 17832|  216|8.451|0.036| 4.54966| 0.16982|
SDSS J025200.98+004544.2|52175-0708-421 | 6.54256|0.18530|  9992|   66|8.182|0.062| 6.64391| 0.34322|
SDSS J025304.78+001344.7|52590-1069-639 |14.68188|0.16481|  7824|   53|8.020|0.078|14.93054| 0.88571|
SDSS J025325.82-002751.6|52175-0708-178 | 3.31708|0.21520| 19925|  297|7.826|0.046| 3.02063| 0.12882|
SDSS J025339.70-003929.7|52175-0708-166 | 2.81550|0.27624| 17093|  275|7.816|0.052| 2.91235| 0.13409|
SDSS J025507.00-080852.2|51901-0457-153 | 3.71797|0.24252| 21732|  311|7.905|0.043| 3.38395| 0.13894|
SDSS J025709.00+004628.1|51816-0410-501 | 6.44371|0.17413| 12531|  130|8.137|0.031| 7.58474| 0.20451|
SDSS J025714.53+344128.4|53768-2398-496 | 5.13679|0.34068| 10224|   61|7.934|0.050| 4.66557| 0.18686|
SDSS J025723.02+334549.4|53768-2398-087 | 4.07413|0.24774| 14771|  266|7.872|0.047| 3.56855| 0.15999|
SDSS J025746.41+010106.0|51877-0410-580 | 6.40887|0.16253| 18218|  202|8.378|0.035| 5.89589| 0.20783|
SDSS J025801.20-005400.1|52205-0709-287 | 7.11189|0.19269|  9120|   59|7.805|0.077| 7.20664| 0.40906|
SDSS J025905.66+373508.6|54082-2443-307 | 4.15474|0.40174| 11066|  146|8.128|0.066| 4.43648| 0.25882|
SDSS J025935.27-011405.1|52205-0709-248 | 1.93146|0.14189| 49505| 1264|7.306|0.097| 1.28326| 0.12161|
SDSS J025939.46+044248.2|53727-2322-222 | 4.59134|0.23374| 16822|  193|8.146|0.034| 4.10863| 0.13562|
SDSS J025942.60+043849.2|53727-2322-226 | 2.61120|0.28724| 25688|  333|7.918|0.048| 2.18430| 0.09892|
SDSS J030024.58+054948.0|53727-2322-479 | 2.00655|0.51827| 19397|  467|7.950|0.076| 2.15661| 0.15193|
SDSS J030035.46+371005.0|54082-2443-264 | 1.57409|0.43967| 20621|  455|7.845|0.067| 2.06878| 0.12808|
SDSS J030053.99+382604.7|54082-2443-340 | 2.74542|0.58565| 20396|  430|8.046|0.064| 2.27389| 0.13542|
SDSS J030107.42+390146.3|54082-2443-325 | 6.58616|0.33539|  9484|   40|7.920|0.047| 6.58332| 0.23830|
SDSS J030153.81+054020.0|53727-2322-138 | 5.60944|0.22055| 11624|   94|8.169|0.030| 6.26677| 0.17946|
SDSS J030243.80+062637.2|53710-2307-522 | 6.68676|0.22391| 11787|   99|8.078|0.033| 6.92607| 0.20749|
SDSS J030250.27+051843.4|53727-2322-090 | 2.09659|0.24875| 27577|  307|7.769|0.049| 2.00755| 0.09190|
SDSS J030335.03+381508.8|54082-2443-474 | 3.95714|0.43779| 10530|   83|8.109|0.050| 4.98049| 0.21709|
SDSS J030335.09+000221.9|52205-0709-118 |10.40609|0.18244|  8243|   43|7.891|0.061| 9.87714| 0.44890|
SDSS J030342.23+005310.4|53386-2068-329 | 4.67176|0.33320| 14433|  167|7.947|0.024| 4.82635| 0.12177|
SDSS J030424.67+363446.8|54082-2443-121 | 6.70363|0.32365| 10072|   63|8.039|0.058| 5.67902| 0.26368|
SDSS J030615.74-065826.5|51929-0458-578 | 7.80448|0.22415|  8781|   59|8.084|0.073| 8.61576| 0.49891|
SDSS J030632.08-063854.4|51929-0458-562 |12.52236|0.16503|  7666|   57|8.033|0.087|12.15091| 0.79599|
