Name                    |MPF            |     plx|  e_plx|  Teff|e_Teff| logg|e_logg|   plxsp| e_plxsp|Comment
------------------------|---------------|--------|-------|------|-----|-----|-----|--------|--------|-----------------
SDSS J000006.75-004653.9|56956-7850-0719| 4.67747|0.35240| 11309|  139|8.071|0.052| 4.13786| 0.19743|
SDSS J000022.87-000635.6|56959-7848-0062| 2.41460|0.28810| 22497|  185|7.492|0.025| 1.90322| 0.04927|
SDSS J000034.09-052922.4|56564-7034-0336| 5.12254|0.17227| 19983|  131|7.785|0.020| 5.15266| 0.09676|
SDSS J000104.05+000355.8|56959-7848-0026| 3.53414|0.34839| 13126|  157|8.100|0.036| 3.54205| 0.11033|
SDSS J000106.93+082825.5|55863-4534-0466| 6.60360|0.30072|  7682|   62|7.931|0.097| 6.88215| 0.48615|
SDSS J000127.48+003759.1|55477-4216-0806| 1.46308|0.39329| 18542|  288|7.908|0.050| 2.26347| 0.10358|
SDSS J000142.84+251506.1|56543-6513-0918| 2.91308|0.20904| 23951|  223|7.893|0.031| 2.85069| 0.08554|
SDSS J000228.17+235547.9|56543-6513-0095| 2.73712|0.38966| 26458|  337|7.871|0.050| 1.94652| 0.09142|
SDSS J000243.16+073856.2|55860-4535-0842| 4.64641|0.16288| 19402|  137|7.972|0.022| 4.18846| 0.08821|
SDSS J000252.80+135332.4|56268-6177-0224| 7.02539|0.33553|  8712|   41|7.894|0.055| 6.25978| 0.25893|
SDSS J000259.58+252608.1|56543-6513-0952| 1.51595|0.29419| 20325|  387|7.497|0.060| 1.58697| 0.09272|
SDSS J000302.59+240555.5|56543-6513-0024| 3.34161|0.32785| 13475|  314|7.985|0.051| 3.55123| 0.17750|
SDSS J000310.37+071801.1|55860-4535-0159| 2.33738|0.22768| 30625|  223|7.871|0.048| 1.83587| 0.07535|
SDSS J000416.58+153146.4|56269-6172-0142| 4.57973|0.10381| 25811|  120|7.886|0.017| 4.30448| 0.07041|
SDSS J000428.67+062124.8|55860-4535-0094| 2.14551|0.38901| 23093|  432|7.931|0.059| 1.86436| 0.10526|
SDSS J000446.38-051833.5|56564-7034-0098| 8.54511|0.43479|  7881|   71|8.171|0.101| 8.14791| 0.65036|
SDSS J000502.50-031011.7|55539-4365-0482| 4.22076|0.22162| 19624|  194|7.965|0.031| 3.89904| 0.11540|
SDSS J000505.85-040449.5|56564-7034-0928| 3.10884|0.40019| 21894|  436|7.873|0.060| 2.64851| 0.15089|
SDSS J000522.62+152706.5|56268-6177-0907| 5.26737|0.21269| 14435|  185|7.982|0.025| 5.19619| 0.14020|
SDSS J000611.21-044455.8|56564-7034-0039| 4.15053|0.23109| 17283|  194|7.910|0.036| 3.79101| 0.12252|
SDSS J000626.68+242441.4|56543-6880-0433| 3.44523|0.28856| 18226|  309|7.891|0.055| 2.70560| 0.13463|
SDSS J000652.86+064536.8|55831-4415-0902| 1.99860|0.34616| 25828|  434|7.719|0.062| 1.65633| 0.09806|
SDSS J000700.96-024956.9|55539-4365-0430| 5.57075|0.32567|  8522|   43|7.898|0.059| 6.45830| 0.28423|
SDSS J000705.16+062533.4|55831-4415-0910| 9.49621|0.07948| 24865|   99|8.366|0.015| 8.92423| 0.13692|
SDSS J000716.85-101908.6|56625-7168-0188| 1.83999|0.51991| 19412|  383|7.825|0.062| 2.00986| 0.11652|
SDSS J000726.58+142903.0|56191-6112-0532| 6.06034|0.15356| 15465|  128|8.096|0.021| 5.78977| 0.12214|
SDSS J000737.20-090629.7|56625-7168-0802| 3.21435|0.26394| 19169|  225|7.850|0.037| 2.92793| 0.10165|
SDSS J000738.51+245714.9|56543-6880-0612| 2.68739|0.25732| 17594|  283|8.069|0.050| 2.94878| 0.13622|
SDSS J000746.91+082236.0|55863-4534-0132| 6.80308|0.12168| 16641|   89|8.017|0.016| 7.01268| 0.10684|
SDSS J000758.17-024941.8|55539-4365-0350| 9.33771|0.30935|  7150|   71|7.952|0.121| 8.20567| 0.71209|
SDSS J000835.09+075324.5|55863-4534-0088| 2.31648|0.28936| 27254|  243|7.908|0.038| 2.32422| 0.08252|
SDSS J000917.43+052729.4|55831-4415-0014| 7.19540|0.32639|  8696|   45|8.033|0.057| 7.38069| 0.32975|
SDSS J000933.31+082857.1|55863-4534-0066| 4.90108|0.39518| 10341|   79|8.187|0.060| 4.68105| 0.24345|
SDSS J000946.47+144310.3|56213-6178-0364| 4.53322|0.13670| 24830|  183|7.994|0.026| 4.06759| 0.10261|
SDSS J001010.55+165755.9|56238-6173-0056| 5.98121|0.24213| 10070|   55|8.058|0.051| 5.86995| 0.24163|
SDSS J001043.54+253829.1|56543-6880-0798| 2.04355|0.15626| 32923|  193|7.806|0.043| 2.06100| 0.07732|
SDSS J001059.62+134809.1|56191-6112-0351| 2.24066|0.39034| 17643|  242|7.797|0.045| 2.44699| 0.09870|
SDSS J001148.20-092110.6|56625-7168-0994| 5.77686|0.16660| 13035|  146|8.135|0.033| 6.15402| 0.17683|
SDSS J001232.65+062601.4|55828-4416-0759| 2.71761|0.47860| 19473|  409|7.856|0.066| 2.02637| 0.12482|
SDSS J001240.79+243416.6|56243-6279-0494| 6.31418|0.09890| 19516|  174|8.031|0.028| 6.15689| 0.16570|
SDSS J001317.35-094900.5|56628-7169-0276| 3.42475|0.50887| 18011|  289|8.318|0.050| 2.75398| 0.13524|
SDSS J001549.44+245604.9|56543-6880-0990| 2.24713|0.15067| 37194|  459|7.803|0.063| 2.04604| 0.11481|
SDSS J001624.08+082157.0|55806-4537-0542| 3.76472|0.30858| 17065|  273|7.922|0.052| 3.58954| 0.16509|
SDSS J001632.43+255924.0|56269-6276-0139| 4.52293|0.16549| 19810|  164|7.921|0.026| 3.88045| 0.09662|
SDSS J001655.36+050442.1|55828-4416-0066|10.52541|0.30489|  7141|   60|7.900|0.103| 8.92920| 0.65732|
SDSS J001655.55-005604.5|55480-4219-0452| 5.11023|0.18593| 15554|  134|8.032|0.024| 5.02997| 0.11619|
SDSS J001712.69+250443.0|56243-6279-0657| 3.65237|0.25102| 16818|  221|7.960|0.042| 3.31594| 0.12700|
SDSS J001730.62+004224.5|55479-4218-0928| 1.42931|0.36644| 23407|  444|7.420|0.060| 1.26224| 0.07903|
SDSS J001737.39+240911.7|56540-6881-0904| 4.54882|0.15711| 17893|  147|7.985|0.026| 4.30514| 0.10342|
SDSS J002049.54+004433.9|55480-4219-0718|21.17090|0.10387|  8917|   23|8.387|0.026|19.90207| 0.47177|
SDSS J002107.03-003017.1|56955-7865-0699| 2.86243|0.35443| 15899|  229|7.957|0.042| 2.75771| 0.10783|
SDSS J002122.14+001729.9|55480-4219-0770| 2.43646|0.32232| 22167|  479|7.790|0.066| 1.75647| 0.11044|
SDSS J002150.16+063438.2|55829-4417-0678| 7.76734|0.18841| 14357|  221|8.407|0.026| 7.79945| 0.23874|
SDSS J002227.80+151920.7|56217-6185-0260| 4.01391|0.15955| 31544|  110|8.216|0.024| 3.83032| 0.08117|
SDSS J002309.11-003341.9|55480-4219-0142| 9.68591|0.10955| 15766|   82|8.111|0.014| 9.86969| 0.13802|
SDSS J002437.14+253357.9|56570-6280-0242| 2.76264|0.26688| 20688|  300|7.631|0.045| 2.14267| 0.09202|
SDSS J002625.50+253739.5|56570-6280-0178| 2.54340|0.26817| 22648|  431|7.880|0.059| 2.48275| 0.13981|
SDSS J002806.50+010111.6|55447-4220-0749| 2.95658|0.15507| 26480|  180|7.812|0.027| 2.79524| 0.07164|
SDSS J002830.36+260255.6|56570-6280-0042| 2.93143|0.26055| 16612|  287|7.646|0.056| 2.83864| 0.14528|
SDSS J002844.19+241511.1|56239-6283-0558| 0.47672|0.17707| 79346| 4011|6.873|0.113| 0.47999| 0.06544|
SDSS J002925.62+001552.7|55181-3586-0612| 6.35838|0.28967| 18790|  273|7.616|0.047| 2.37301| 0.10594|
SDSS J002945.75+144214.5|56248-6191-0780| 5.48718|0.18982| 11147|   83|7.988|0.035| 5.39829| 0.16599|
SDSS J003134.65-002105.6|55447-4220-0021| 2.53457|0.40455| 18265|  287|8.197|0.050| 2.71966| 0.12964|
SDSS J003202.37+155636.8|56269-6192-0276| 2.89765|0.23473| 22873|  308|7.967|0.042| 2.51505| 0.10202|
SDSS J003328.03+054039.1|55862-4418-0855|13.17511|0.16936|  7127|   44|7.856|0.077|11.41512| 0.62828|
SDSS J003356.85+062401.0|55862-4418-0876| 5.52027|0.15041| 22001|  129|7.958|0.018| 5.40039| 0.09401|
SDSS J003424.42+102641.9|55863-4540-0862|10.30073|0.19362|  7384|   49|7.894|0.080| 9.19258| 0.53744|
SDSS J003433.16+080959.9|55882-4541-0593| 8.78620|0.16668|  9816|   42|8.333|0.040| 8.53302| 0.30774|
SDSS J003508.28+135044.8|56189-6196-0781| 4.17489|0.08022| 22623|  130|7.383|0.018| 3.94818| 0.07531|
SDSS J003533.74+240253.1|56239-6283-0848| 2.36781|0.22977| 22458|  336|7.899|0.046| 2.38432| 0.10520|
SDSS J003643.37+254105.7|56310-6284-0716| 3.39631|0.21417| 20571|  210|7.961|0.031| 3.09009| 0.09009|
SDSS J003719.12+003138.9|55181-3586-0994| 6.25363|0.25460| 18223|  197|7.989|0.035| 4.93564| 0.15902|
SDSS J003738.04-005239.6|55184-3588-0402| 2.32885|0.34103| 19379|  217|7.837|0.035| 2.16298| 0.07163|
SDSS J003801.18+152837.3|56211-6198-0410| 4.31319|0.14669| 22509|  272|8.145|0.038| 4.09270| 0.15249|
SDSS J003900.81+155008.7|56191-6197-0744| 3.42794|0.31659| 14287|  475|8.196|0.044| 3.87143| 0.21718|
SDSS J003915.33+014113.3|57260-7856-0377| 3.85726|0.25943| 12974|  219|7.916|0.055| 3.50025| 0.15975|
SDSS J003958.46+250937.4|56310-6284-0143| 3.16904|0.35675| 16803|  212|8.011|0.039| 2.97933| 0.10823|
SDSS J004101.99+155936.6|56211-6198-0298| 1.70230|0.36478| 22442|  412|7.951|0.057| 1.89619| 0.10293|
SDSS J004111.73+295313.5|56248-6252-0890| 5.25279|0.29934| 15967|  207|8.021|0.037| 3.52053| 0.12335|
SDSS J004316.02+154059.5|56211-6198-0140|13.44958|0.18808|  6751|   62|7.976|0.116|12.45615| 1.03837|
SDSS J004345.80+005549.9|57016-7870-0627| 3.93817|0.33855| 11265|  138|7.959|0.055| 4.00397| 0.19249|
SDSS J004415.11+254235.2|56301-6286-0353| 4.53062|0.22912| 15910|  141|7.960|0.026| 4.51134| 0.11017|
SDSS J004511.19+090445.3|55833-4542-0078|11.79423|0.21362|  7825|   49|8.048|0.073|11.03830| 0.61802|
SDSS J004548.24+000507.9|55184-3588-0014| 2.79645|0.41925| 10149|   80|8.132|0.070| 4.09205| 0.23629|
SDSS J004648.65+250914.9|56301-6286-0212| 3.16249|0.21045| 16201|  200|7.886|0.038| 3.28693| 0.11447|
SDSS J004741.06+004201.3|55451-4223-0758| 2.90307|0.34296| 17267|  244|8.035|0.044| 2.65154| 0.10675|
SDSS J004755.37+241033.3|56192-6288-0500| 3.79038|0.18488| 20606|  389|7.926|0.057| 3.18075| 0.16841|
SDSS J004819.56-002049.5|57016-7870-0145| 3.79838|0.32120| 10105|   53|8.004|0.049| 4.47132| 0.17444|
SDSS J004819.95+064654.2|55888-4543-0136| 2.40032|0.30296| 33866|  181|7.728|0.038| 1.58418| 0.05404|
SDSS J004918.68+253226.5|56301-6286-0106| 2.80907|0.23453| 21668|  262|7.938|0.037| 2.71123| 0.09554|
SDSS J005013.52-000130.2|55481-4224-0540| 2.46207|0.31730| 20029|  299|7.607|0.047| 1.91019| 0.08473|
SDSS J005014.32+073236.9|55835-4546-0520| 6.11742|0.15346| 16572|  126|7.917|0.024| 6.08839| 0.13429|
SDSS J005047.59-002317.0|55201-3590-0182| 6.99087|0.27593| 11325|  130|8.662|0.049| 6.56423| 0.35826|
SDSS J005134.72+063447.8|55883-4420-0830| 2.37972|0.46841| 24542|  368|7.922|0.052| 2.23512| 0.11117|
SDSS J005149.64+005950.5|55481-4224-0588| 4.53688|0.13575| 24040|  178|7.956|0.025| 4.17056| 0.10110|
SDSS J005156.84+010052.1|55201-3590-0904| 5.90644|0.24237| 10013|   75|8.166|0.070| 6.46635| 0.37283|
SDSS J005212.26+135301.5|56245-6206-0720| 4.13549|0.19857| 21951|  644|7.741|0.089| 3.04035| 0.25642|
SDSS J005225.08+251236.9|56192-6288-0690| 2.15666|0.38681| 17633|  340|7.485|0.062| 1.81705| 0.10800|
SDSS J005310.24+080500.7|55835-4546-0606| 2.28742|0.27564| 24434|  326|7.986|0.046| 2.46620| 0.10907|
SDSS J005426.47+151747.4|56187-5704-0568| 3.12554|0.35968| 14917|  290|7.969|0.048| 2.83769| 0.13240|
SDSS J005512.01+180440.6|56221-5702-0272|12.12998|0.33721|  6577|   69|7.918|0.137|11.29941| 1.07328|
SDSS J005547.33+000358.7|55455-4225-0510| 4.49268|0.25631| 15322|  242|8.221|0.034| 4.37297| 0.16028|
SDSS J005842.46-005657.3|57279-7872-0130| 3.17955|0.36194| 13428|  301|8.013|0.055| 3.41963| 0.17594|
SDSS J005911.34+353022.9|56569-6595-0646| 7.08371|0.26930|  6823|   59|7.620|0.114| 8.63227| 0.67560|
SDSS J005953.24-024427.9|55541-4372-0326| 5.52101|0.31897|  8090|   49|8.021|0.070| 7.32672| 0.39050|
SDSS J010020.68+135448.6|56187-5704-0126| 1.63731|0.24368| 26622|  245|7.465|0.036| 1.84262| 0.06736|
SDSS J010207.45-003300.8|55455-4225-0198| 5.53794|0.20368| 11014|   87|8.019|0.041| 5.55005| 0.19573|
SDSS J010348.86+061505.6|55889-4423-0504|16.41209|0.06811| 14224|  106|8.451|0.015|16.65219| 0.27551|
SDSS J010405.11+145906.4|55835-5131-0438| 3.43271|0.30982| 13184|  209|7.996|0.048| 4.17603| 0.17195|
SDSS J010415.99+144857.3|55835-5131-0424| 1.50977|0.33583| 30368|  306|7.547|0.064| 1.24229| 0.07146|
SDSS J010530.28+004009.8|55209-3735-0829| 1.54540|0.16617| 57010| 1723|7.628|0.101| 1.34531| 0.13413|models with C/N/O
SDSS J010602.97+004716.9|55209-3735-0824| 7.89612|0.19967|  8709|   40|8.002|0.051| 7.99921| 0.31770|
SDSS J010810.17+183120.4|55858-5132-0668| 3.00267|0.24416| 22165|  251|7.790|0.035| 2.58266| 0.08694|
SDSS J010816.46-001813.2|55209-3735-0068| 4.22089|0.22342| 12613|  627|8.303|0.138| 5.52959| 0.66729|
SDSS J010845.10+154032.7|55835-5131-0854| 7.08311|0.25214|  9391|   39|7.950|0.046| 7.03091| 0.25221|
SDSS J010852.74+165838.2|55858-5132-0303| 5.08113|0.10844| 27973|   99|7.821|0.016| 4.78817| 0.07214|
SDSS J010937.26+213143.3|55863-5125-0755| 2.90239|0.26741| 17413|  164|7.808|0.031| 2.63437| 0.07312|
SDSS J010941.46+343509.4|56574-6598-0392|16.44746|0.19408|  7102|   51|8.346|0.083|14.87277| 1.02180|
SDSS J011023.27+202204.9|55863-5125-0184| 4.74419|0.15025| 21108|  113|7.934|0.016| 4.34583| 0.06669|
SDSS J011043.32+205314.7|55863-5125-0808| 4.31575|0.20901| 18401|  112|7.964|0.020| 4.08003| 0.07543|
SDSS J011055.27+143921.5|56186-4664-0750|19.52507|0.09671|  9277|   36|8.449|0.037|17.56688| 0.60645|
SDSS J011056.57-005624.1|55475-4226-0094| 3.06188|0.36703| 17861|  231|7.990|0.041| 2.79891| 0.10516|
SDSS J011056.59+143458.3|55835-5131-0060| 5.06085|0.17774| 14119|  239|7.961|0.028| 4.93482| 0.15812|
SDSS J011104.30+220429.7|55923-5126-0444|15.62850|0.11951|  8787|   34|8.505|0.040|15.35164| 0.57255|
SDSS J011127.12+252700.8|55953-5699-0800| 4.41799|0.20291| 22036|  240|8.414|0.033| 4.11312| 0.14184|
SDSS J011148.06+220144.3|55923-5126-0417| 3.91930|0.20333| 21416|  242|7.971|0.034| 3.39681| 0.11043|
SDSS J011213.07+160344.9|55858-5132-0100| 5.68002|0.28644|  9537|   49|7.952|0.055| 5.41683| 0.23075|
SDSS J011258.35-005952.4|56980-7875-0769| 1.21200|0.36717| 18611|  341|7.290|0.062| 1.58317| 0.09914|
SDSS J011312.38+070752.1|56193-4554-0257| 5.29326|0.20796| 14734|  313|8.245|0.031| 4.98147| 0.19464|
SDSS J011428.31+215310.8|55863-5125-0965| 3.98777|0.15976| 29872|  143|8.564|0.029| 3.75824| 0.10876|
SDSS J011431.54+174848.4|55866-5139-0642| 2.54122|0.42656| 20030|  414|7.757|0.064| 1.60149| 0.09397|
SDSS J011522.04+321314.8|56272-6594-0092| 5.77630|0.39602|  8975|   58|8.031|0.071| 5.00540| 0.27732|
SDSS J011527.01+160445.1|55830-5138-0669| 6.75026|0.14180| 13811|  198|7.996|0.021| 7.03772| 0.17590|
SDSS J011541.59+310403.7|56279-6263-0776| 2.53138|0.24517| 26109|  278|7.731|0.041| 2.26328| 0.08856|
SDSS J011559.78+122704.6|55868-4667-0880|11.26682|0.25852|  6033|   99|7.674|0.246| 9.66840| 1.49254|
SDSS J011634.44+312852.3|56279-6263-0810| 6.46877|0.11458| 24660|  116|8.020|0.016| 5.92676| 0.09352|
SDSS J011651.57-044046.9|57331-7914-0297| 0.90540|0.22928| 39231|  540|7.161|0.061| 0.84266| 0.05217|
SDSS J011734.68+341954.6|56574-6598-0028| 4.01227|0.25900| 13234|  151|8.053|0.034| 4.82677| 0.14276|
SDSS J011808.57+270308.1|57415-7682-0584| 3.86836|0.26050| 12731|  202|8.034|0.050| 4.10599| 0.16915|
SDSS J011847.83+135046.6|56211-4668-0726| 1.91271|0.40637| 18740|  298|7.875|0.051| 2.05476| 0.09632|
SDSS J011924.39+302650.4|56331-6596-0482| 2.84684|0.27159| 21923|  342|7.913|0.047| 2.81074| 0.12624|
SDSS J011936.73+321400.1|56304-6597-0246| 3.47254|0.16160| 23833|  224|7.877|0.031| 3.15380| 0.09473|
SDSS J011950.52+255148.9|56246-5693-0756| 6.38632|0.26244|  9917|   51|8.317|0.047| 6.34869| 0.26826|
SDSS J012037.37+275802.7|56219-6261-0624| 4.80296|0.11682| 28787|   92|7.901|0.016| 4.32382| 0.06406|
SDSS J012042.41+151322.4|55836-5140-0472| 2.70184|0.24528| 25037|  373|8.066|0.053| 2.43537| 0.12270|
SDSS J012102.28-002812.1|55484-4228-0273| 7.15196|0.25820| 10430|   64|8.106|0.045| 5.40069| 0.21084|
SDSS J012109.08+241528.9|55885-5115-0590| 9.53627|0.18022|  6665|   54|7.438|0.110| 8.74491| 0.65498|
SDSS J012129.87+282811.0|56219-6261-0668| 4.54737|0.15731| 19086|  142|7.854|0.024| 3.82452| 0.08589|
SDSS J012318.13+330014.3|56304-6597-0112| 4.04425|0.19931| 16770|  165|7.872|0.032| 3.55741| 0.10342|
SDSS J012327.05+010822.4|55484-4228-0868| 1.92558|0.29167| 23519|  336|7.769|0.046| 1.87811| 0.08387|
SDSS J012458.23+152152.7|55836-5140-0280| 2.40052|0.39877| 28770|  429|7.802|0.076| 1.36402| 0.09369|
SDSS J012517.87+080657.6|55912-4556-0856| 0.86316|0.34718| 31463|  239|8.051|0.053| 1.70142| 0.07689|
SDSS J012601.53+332523.4|56304-6597-0980| 1.77507|0.14013| 26801|  287|7.306|0.042| 1.78084| 0.07825|
SDSS J012959.97+231211.0|55940-5107-0356| 0.69255|0.39478| 42028| 1075|7.645|0.117| 0.94675| 0.09997|
SDSS J013003.18-003518.8|55483-4230-0464| 1.71249|0.30205| 24023|  307|7.991|0.043| 2.12428| 0.08803|
SDSS J013044.36+040327.5|55508-4310-0195| 7.20441|0.24643|  7458|   43|7.917|0.069| 9.18761| 0.46961|
SDSS J013104.20+080843.0|55584-4553-0732| 5.15443|0.21353| 19129|  124|7.966|0.021| 4.65633| 0.09205|
SDSS J013128.93+241306.9|56213-5694-0172| 3.35340|0.23424| 18345|  181|7.897|0.032| 2.98350| 0.08752|
SDSS J013210.47+073724.3|55584-4553-0226| 5.59567|0.12833| 16051|  100|7.945|0.019| 5.31500| 0.09370|
SDSS J013222.87+052923.6|55533-4422-0444| 9.96559|0.19341|  7324|   71|7.498|0.133| 7.54623| 0.69398|
SDSS J013226.61+242311.3|56213-5694-0092| 4.17688|0.30227| 14020|  266|8.591|0.038| 4.80539| 0.19950|
SDSS J013250.66+234308.5|55940-5107-0810| 3.89182|0.24420| 10690|   69|8.091|0.040| 6.16354| 0.21651|
SDSS J013358.30-000333.1|55483-4230-0740| 3.39312|0.29577| 18675|  191|7.913|0.033| 2.98310| 0.09102|
SDSS J013436.87+135226.8|55614-4661-0650| 2.49156|0.24746| 25036|  350|7.857|0.049| 2.14111| 0.09957|
SDSS J013518.23+065324.7|55556-4549-0408| 1.59103|0.27598| 32613|  232|7.802|0.052| 1.45607| 0.06564|
SDSS J013658.83+125041.8|55832-4666-0945| 9.22602|0.17269|  8201|   35|7.965|0.049| 9.46132| 0.35342|
SDSS J013812.72+010350.5|55444-4231-0591| 0.47454|0.33261| 71041| 2998|6.936|0.113| 0.50569| 0.06629|
SDSS J013824.57+003339.7|55444-4231-0584| 3.80851|0.81377| 10916|  125|8.145|0.063| 3.93386| 0.22189|
SDSS J013830.83+225445.4|55892-5109-0360| 8.20293|0.19939|  8728|   38|7.997|0.050| 7.56732| 0.29293|
SDSS J013909.83+073941.5|55556-4549-0196| 3.24726|0.29129| 13303|  212|8.115|0.045| 3.70898| 0.14790|
SDSS J013920.41+131120.7|55614-4661-0106| 1.38324|0.28792| 61042| 2709|7.481|0.151| 0.66722| 0.09843|
SDSS J014016.61+041700.2|55509-4272-0512| 8.10390|0.19628|  6969|   64|7.953|0.113|10.99346| 0.89390|
SDSS J014022.43+242718.3|56191-5695-0166| 5.55281|0.29040| 13586|  230|8.402|0.039| 5.10485| 0.19640|
SDSS J014134.22-005611.8|55444-4231-0256| 1.08007|0.37274| 23927|  265|7.753|0.036| 1.92353| 0.06791|
SDSS J014259.21-102225.0|56658-7183-0442| 1.01626|0.25953| 32605|  298|7.205|0.068| 0.87098| 0.05543|
SDSS J014319.92+004005.8|55447-4232-0502| 1.91059|0.33042| 25654|  433|7.953|0.063| 1.74331| 0.10267|
SDSS J014341.56+222201.5|55892-5109-0091| 3.23509|0.27280| 13167|  246|8.000|0.057| 3.58124| 0.17403|
SDSS J014408.73+142002.7|55592-4658-0672| 1.73145|0.37749| 18884|  320|7.976|0.054| 2.44960| 0.12256|
SDSS J014438.68-011317.7|56980-7845-0941| 7.00185|0.43180|  8088|   58|7.907|0.086| 6.21292| 0.39070|
SDSS J014523.66+234239.3|55895-5112-0516| 2.34089|0.35405| 31243|  258|8.373|0.057| 2.53897| 0.12942|
SDSS J014557.71+130610.7|55592-4658-0206| 3.11547|0.27591| 26040|  285|8.450|0.044| 2.97045| 0.13195|
SDSS J014637.92+144441.8|55841-5123-0412| 2.98386|0.42099| 23899|  372|8.020|0.052| 2.29789| 0.11490|
SDSS J014729.01+235141.1|55895-5112-0578| 4.04231|0.19736| 18797|  185|7.871|0.031| 3.69954| 0.10704|
SDSS J015037.50+223259.5|55895-5112-0241| 0.86555|0.26470| 37211|  573|7.245|0.078| 0.87991| 0.06570|
SDSS J015041.79+234723.0|55895-5112-0726| 5.03714|0.16550| 12708|  132|8.141|0.031| 6.16714| 0.16659|
SDSS J015155.22+242148.5|55895-5112-0796| 6.62982|0.24970|  9729|   45|7.959|0.048| 6.10806| 0.23062|
SDSS J015217.85+022653.4|55506-4273-0860|11.72461|0.21626|  6774|   63|7.908|0.118|11.01411| 0.91973|
SDSS J015221.11-003037.4|55447-4232-0036| 1.84230|0.31022| 35827|  326|7.873|0.053| 1.56277| 0.07136|
SDSS J015241.89-090537.9|56629-7184-0591| 2.10286|0.29161| 23579|  349|7.847|0.048| 1.73964| 0.08042|
SDSS J015259.18+010017.4|55182-3606-0751|11.55201|0.10015| 12892|  140|8.098|0.033|11.12258| 0.31396|
SDSS J015329.96+054531.7|55536-4403-0144| 4.48763|0.07964| 35920|  128|7.777|0.021| 4.07435| 0.07525|
SDSS J015359.10+225236.9|55895-5112-0140| 6.63900|0.31624| 11057|  102|8.414|0.042| 6.21072| 0.26334|
SDSS J015413.90-091316.3|56629-7184-0676| 4.16480|0.12743| 26116|  161|7.935|0.024| 3.84514| 0.08745|
SDSS J015429.17+222419.9|55840-5111-0698| 3.15264|0.25266| 20964|  311|8.015|0.045| 2.73350| 0.11628|
SDSS J015512.63+144654.0|55591-4657-0800| 2.65356|0.23166| 24662|  269|7.893|0.038| 2.33451| 0.08547|
SDSS J015525.57+064233.4|55536-4403-0966| 2.57688|0.23453| 28077|  181|7.898|0.030| 2.45231| 0.06826|
SDSS J015630.88-001522.7|55182-3606-0074| 1.76445|0.48029| 16946|  277|7.936|0.053| 2.13799| 0.10063|
SDSS J015657.86+004037.6|55182-3606-0952| 3.30821|0.51407| 11771|  183|8.005|0.064| 3.65422| 0.19935|
SDSS J015715.19+235514.0|55883-5114-0518| 3.10751|0.28111| 19977|  219|7.956|0.034| 2.75948| 0.08703|
SDSS J015801.11-000000.2|57003-7840-0078| 3.85632|0.31771| 13350|  238|8.049|0.049| 3.75407| 0.16474|
SDSS J015824.01-003510.7|55449-4233-0059| 2.23507|0.41538| 17268|  307|7.925|0.058| 2.47984| 0.12731|
SDSS J015939.47-005416.1|55478-4234-0376| 1.25976|0.26061| 56968| 1636|7.516|0.101| 0.81570| 0.08118|
SDSS J020146.00+230232.8|55924-5113-0633| 3.23368|0.36276| 21918|  310|8.592|0.043| 3.89557| 0.18226|
SDSS J020456.23-010446.3|56958-7838-0623| 4.04882|0.30374| 13737|  267|8.169|0.043| 4.06502| 0.17365|
SDSS J020519.25-083907.9|55921-4397-0118| 4.16241|0.13582| 19248|  157|7.854|0.026| 4.52136| 0.11067|
SDSS J020747.74+070252.2|56658-7256-0524| 1.65385|0.33636| 18986|  312|7.702|0.053| 2.16249| 0.10727|
SDSS J020832.20-054928.7|55924-4394-0504|12.24234|0.19504|  6568|   86|7.779|0.173|10.35585| 1.19580|
SDSS J020952.21+055430.9|56658-7256-0355| 3.26460|0.12321| 29186|  153|7.697|0.028| 2.69133| 0.06993|
SDSS J021348.56+054223.0|56658-7256-0169| 3.88856|0.21357| 13370|  172|8.100|0.035| 4.49886| 0.14230|
SDSS J021510.57+302638.7|56596-6606-0161| 6.25072|0.30020|  9893|   45|7.964|0.046| 5.97098| 0.21845|
SDSS J021517.10+001440.5|55479-4236-0734| 3.48927|0.17330| 20880|  163|7.922|0.024| 3.33957| 0.07560|
SDSS J021553.99-001550.3|55479-4236-0230| 3.06032|0.29097| 15610|  195|7.962|0.036| 2.97856| 0.10041|
SDSS J021724.21+063057.3|56658-7256-0032| 2.70554|0.24788| 17287|  244|7.925|0.046| 2.85219| 0.11686|
SDSS J021837.75+003333.7|55478-4237-0608| 4.89420|0.17360| 18075|  156|8.103|0.027| 4.54259| 0.11635|
SDSS J021952.59-002249.3|55478-4237-0352| 6.39394|0.12775| 20528|   89|7.866|0.013| 6.22644| 0.07671|
SDSS J022238.98-015806.4|55569-4345-0852| 9.44109|0.29932|  8274|   70|8.514|0.088| 9.53320| 0.75697|
SDSS J022332.25+001443.5|56544-3615-0549| 3.09728|0.30126| 18558|  269|7.915|0.047| 2.33704| 0.10053|
SDSS J022435.46+003857.3|56238-6370-0532| 2.45498|0.31959|  9737|   50|8.076|0.052| 4.82791| 0.20425|
SDSS J022446.29-074820.5|55833-4392-0716| 2.50845|0.14180| 18751|  150|7.537|0.027| 2.93336| 0.07641|
SDSS J022642.97-074208.9|55833-4392-0839| 3.17487|0.34140| 20691|  257|7.887|0.038| 2.80633| 0.09965|
