Name                    |MPF            |     plx|  e_plx|  Teff|e_Teff| logg|e_logg|   plxsp| e_plxsp|Comment
SDSS J083956.67+591123.1|57333-8193-0674| 5.90401|0.28159|  9040|   54|7.975|0.067| 5.25967| 0.26967|
SDSS J084003.95+040354.7|55533-3809-0738| 7.01836|0.12713| 19183|  123|8.361|0.020| 6.70732| 0.13817|
SDSS J084021.22+522217.4|55923-5157-0392| 7.22357|0.21473| 12008|  158|8.687|0.034| 7.89914| 0.32648|
SDSS J084022.36+374250.9|55508-3765-0378| 7.40509|0.17246| 13852|  155|8.360|0.025| 7.15523| 0.18071|
SDSS J084025.17+032622.2|55533-3809-0272| 2.20077|0.23507| 23597|  231|7.866|0.032| 2.24920| 0.06963|
SDSS J084045.91+015755.9|56015-3810-0494| 7.73670|0.19629|  8606|   38|8.118|0.049| 7.95266| 0.31308|
SDSS J084056.92+595817.6|57333-8193-0684| 4.36949|0.20414|  9435|   67|8.232|0.072| 7.10701| 0.43319|
SDSS J084104.01+392307.3|55514-3764-0084| 6.55168|0.08284| 21265|  115|7.966|0.016| 6.45347| 0.09982|
SDSS J084106.99+473708.1|56722-7320-0659|11.68389|0.12341|  8646|   38|7.873|0.052|11.79791| 0.45836|
SDSS J084115.05+461757.3|56722-7320-0364| 2.65310|0.22237| 15728|  188|7.500|0.038| 2.84037| 0.10341|
SDSS J084121.92+372619.6|55508-3765-0294| 5.49587|0.12558| 19809|  108|7.858|0.017| 5.18141| 0.08481|
SDSS J084135.56+581348.3|56220-5148-0348| 2.58045|0.09381| 57165|  734|7.657|0.046| 2.49534| 0.11464|
SDSS J084146.06+185227.9|56221-5176-0485| 2.51005|0.30292| 25980|  409|7.919|0.060| 1.87516| 0.10521|
SDSS J084149.84+444522.3|57061-8280-0874| 3.29092|0.26764| 14316|  457|8.104|0.045| 3.76176| 0.20865|
SDSS J084151.80+464230.7|56710-7326-0918| 2.75643|0.27818| 17965|  231|7.956|0.041| 2.84711| 0.10662|
SDSS J084154.65+100038.4|55866-5284-0079| 3.92041|0.25062| 15308|  171|8.034|0.029| 3.91261| 0.11127|
SDSS J084218.71+374859.3|55508-3765-0256| 9.16032|0.09881| 19720|   86|8.152|0.014| 8.78936| 0.12134|
SDSS J084239.97+023621.6|56015-3810-0720| 2.55793|0.26829| 45555| 1279|7.576|0.117| 0.98603| 0.10644|
SDSS J084252.27+195111.0|56221-5176-0520| 5.81958|0.20619| 16484|  150|8.225|0.026| 5.31577| 0.13800|
SDSS J084324.14+062842.1|55927-4903-0900| 2.65993|0.26322| 22990|  369|8.035|0.051| 2.29221| 0.11264|
SDSS J084337.72+361832.0|56251-4609-0424| 2.64398|0.39763| 13041|  306|8.137|0.069| 3.60295| 0.21334|
SDSS J084345.53+055830.4|55927-4903-0072| 3.68773|0.07930| 26520|  170|7.410|0.024| 3.65461| 0.09153|
SDSS J084404.83+070942.8|55927-4903-0968| 4.26836|0.09145| 32221|  113|7.823|0.025| 3.98878| 0.08704|
SDSS J084418.71+005310.0|56015-3810-0286| 1.40376|0.33493| 35981|  442|7.874|0.071| 1.09861| 0.06689|
SDSS J084430.27+480327.5|56722-7320-0762| 3.12156|0.23642| 20002|  260|8.038|0.040| 2.91624| 0.10870|
SDSS J084443.14+042102.8|55533-3809-0963| 5.02607|0.16188| 17312|  157|8.067|0.028| 4.67919| 0.12203|
SDSS J084446.99+161403.9|56225-5286-0190| 1.60392|0.23405| 28137|  238|7.371|0.039| 1.42327| 0.05619|
SDSS J084502.13+410038.3|56223-4606-0260| 4.61594|0.13672| 16276|  108|7.940|0.020| 4.67269| 0.08740|
SDSS J084518.23+012659.5|56015-3810-0186| 2.65485|0.43059| 26870|  346|8.517|0.056| 2.06003| 0.11663|
SDSS J084537.71+065346.1|55893-5289-0406| 8.56069|0.11839| 22940|  110|8.465|0.015| 8.02337| 0.12945|
SDSS J084553.55+535558.1|55864-5154-0418| 5.40405|0.11637| 16013|  123|7.916|0.023| 5.21401| 0.11124|
SDSS J084555.38+065007.9|55893-5289-0361| 2.15693|0.55867| 16837|  302|8.143|0.053| 2.48177| 0.12496|
SDSS J084607.74+544012.3|55864-5154-0677| 3.07064|0.23287| 25905|  407|8.020|0.060| 2.16838| 0.12191|
SDSS J084608.11+140902.0|55865-5288-0704| 2.58007|0.43965| 25920|  406|7.788|0.059| 1.41735| 0.07894|
SDSS J084608.35+413852.6|56223-4606-0236| 1.57289|0.25123| 36740|  449|7.906|0.065| 1.43486| 0.08138|
SDSS J084615.11+424232.8|56223-4606-0830| 6.68227|0.12175| 16243|   93|8.067|0.017| 6.55648| 0.10689|
SDSS J084618.45+154419.9|55862-5290-0574| 1.95355|0.18389| 38658|  388|7.872|0.046| 1.79507| 0.07575|
SDSS J084623.27+010949.1|56015-3810-0118| 2.94965|0.43813| 19390|  332|8.381|0.054| 2.51658| 0.13769|
SDSS J084639.27+091406.7|55893-5289-0708| 2.18778|0.16533| 40469|  436|7.800|0.051| 1.85655| 0.08426|
SDSS J084652.93+442638.6|56284-6783-0896| 5.58366|0.22241| 11327|  104|8.074|0.038| 5.63548| 0.19970|
SDSS J084655.73+614328.6|56571-5709-0719| 6.55075|0.10187| 16881|   90|7.864|0.017| 6.45428| 0.10115|
SDSS J084703.22+031232.7|55538-3811-0340| 5.01573|0.27561| 17006|  280|8.597|0.040| 4.65795| 0.20887|
SDSS J084708.16+420113.0|56223-4606-0850| 2.67852|0.21323| 19265|  217|7.941|0.036| 3.02638| 0.10226|
SDSS J084746.81+451006.3|56715-7327-0372| 4.04013|0.20985| 12001|  134|8.058|0.042| 4.71744| 0.16691|
SDSS J084802.49+082144.0|55893-5289-0813| 2.81943|0.22877| 18830|  199|7.926|0.034| 2.83024| 0.08936|
SDSS J084836.09+015222.5|55532-3813-0400| 5.47778|0.10962| 18804|   92|7.895|0.016| 5.02941| 0.07487|
SDSS J084857.33+614238.8|56571-5709-0752| 1.79594|0.38062| 19731|  410|7.881|0.065| 1.85288| 0.11157|
SDSS J084905.87+244507.8|56246-5178-0544| 1.78027|0.12024| 73707| 3349|7.360|0.123| 1.45186| 0.19696|models with C/N/O
SDSS J084907.25+113925.6|55865-5288-0171| 1.68766|0.10281| 35182|  133|7.218|0.024| 1.85636| 0.04148|
SDSS J084922.68+142603.9|55862-5290-0304| 0.84502|0.35253| 35973|  414|7.151|0.067| 0.71969| 0.04519|
SDSS J085000.30-010630.5|55513-3812-0246| 5.37306|0.30825|  9220|   60|8.063|0.071| 5.45222| 0.30601|
SDSS J085009.48+141116.3|55865-5288-0904| 2.41979|0.34322| 22654|  337|7.900|0.046| 2.11376| 0.09343|
SDSS J085025.85+191639.3|56221-5176-0936| 3.51935|0.27871| 15434|  184|7.903|0.034| 3.39220| 0.10761|
SDSS J085026.57+000238.7|55513-3812-0836| 7.57396|0.08794| 21292|  131|8.076|0.019| 6.81038| 0.12513|
SDSS J085036.51+213854.4|56245-5177-0800| 2.91071|0.25279| 22282|  263|8.049|0.036| 2.61394| 0.09158|
SDSS J085055.51+550723.5|55864-5154-0823| 2.83276|0.28846| 17621|  384|7.729|0.070| 2.29187| 0.14426|
SDSS J085101.29+180339.2|55926-5292-0586| 3.85764|0.22750| 17387|  213|8.103|0.038| 3.82730| 0.13569|
SDSS J085113.95+570223.9|56329-5150-0618| 3.47460|0.24136| 15166|  229|7.962|0.040| 3.36974| 0.12862|
SDSS J085114.17+034100.5|55538-3811-0104| 2.91762|0.27430| 20811|  275|8.121|0.040| 2.83615| 0.10897|
SDSS J085125.51+090342.8|55893-5289-0944| 2.44779|0.36117| 15083|  346|8.145|0.049| 2.97823| 0.15318|
SDSS J085135.26+161837.0|55926-5292-0376| 3.54200|0.18775| 17721|  124|7.625|0.022| 4.16603| 0.08617|
SDSS J085144.15+151548.9|55862-5290-0874| 2.65108|0.32338| 23985|  393|7.904|0.054| 1.74617| 0.09061|
SDSS J085148.55+095035.2|55947-5291-0334| 1.39806|0.37764| 66829| 4679|7.751|0.223| 0.76103| 0.16136|models with C/N/O
SDSS J085215.90+044652.1|55538-3811-0952| 2.30509|0.37407| 24491|  376|7.842|0.053| 1.85737| 0.09435|
SDSS J085221.25-004253.3|55513-3812-0102| 5.76410|0.11378| 19000|  115|7.922|0.019| 5.28719| 0.09493|
SDSS J085224.36+423507.5|55983-4604-0608| 3.75521|0.31872| 18440|  258|8.312|0.044| 3.14405| 0.13676|
SDSS J085226.58+301851.1|56341-5182-0546| 2.91281|0.28877| 23574|  353|7.922|0.049| 2.22815| 0.10468|
SDSS J085230.98+533901.7|55946-5155-0590| 1.71698|0.14378| 54990| 2357|7.862|0.156| 1.53640| 0.22009|models with C/N/O
SDSS J085242.34+011447.5|55532-3813-0178| 3.54882|0.20264| 16320|  146|7.978|0.027| 3.42725| 0.08668|
SDSS J085302.05+174843.0|55926-5292-0718| 1.36727|0.15411| 66774| 1942|7.377|0.093| 1.06631| 0.10371|
SDSS J085308.98-001605.5|55513-3812-0073| 1.36523|0.49927| 39218|  966|7.751|0.111| 0.83294| 0.08377|
SDSS J085311.21+615024.0|56571-5709-0876| 3.56386|0.25934| 19182|  243|7.853|0.040| 3.02514| 0.11336|
SDSS J085314.75+133620.3|55862-5290-0042| 3.86648|0.13379| 24275|  165|7.911|0.023| 3.86377| 0.08641|
SDSS J085322.21+385207.3|56248-4607-0251| 3.38357|0.23489| 17607|  213|8.094|0.038| 3.58490| 0.12697|
SDSS J085332.79+145406.7|55978-5295-0520| 2.33773|0.36602| 19183|  368|7.854|0.061| 2.09399| 0.11834|
SDSS J085343.30+422526.5|55983-4604-0650| 3.37992|0.28802| 16906|  205|8.013|0.038| 3.03827| 0.10603|
SDSS J085343.83+010514.0|55532-3813-0138| 1.79926|0.36804| 24268|  349|7.846|0.048| 1.65808| 0.07689|
SDSS J085348.84+151113.9|55978-5295-0506| 2.26441|0.26273| 26256|  294|7.927|0.044| 2.41238| 0.09959|
SDSS J085351.00-000843.4|55513-3812-0080| 7.10050|0.09601| 17423|   83|7.975|0.015| 7.06811| 0.09757|
SDSS J085403.81+101705.1|55947-5291-0188| 1.64475|0.34743| 35666|  538|8.013|0.089| 1.32467| 0.09888|
SDSS J085414.13+414124.9|55983-4604-0354| 1.65825|0.29931| 26242|  315|7.971|0.047| 1.82912| 0.08069|
SDSS J085418.66+014451.2|55532-3813-0074| 6.34452|0.30135|  8283|   43|7.897|0.062| 5.91327| 0.27273|
SDSS J085434.99+010333.6|55272-3816-0462| 3.62123|0.20220| 20608|  218|7.997|0.032| 3.45346| 0.10441|
SDSS J085528.45+610211.2|56571-5709-0080| 2.16596|0.08663| 35048|  160|7.310|0.029| 2.01297| 0.05367|
SDSS J085541.71+474554.3|56780-7513-0404| 7.84599|0.16968|  9684|   43|7.977|0.047| 7.52416| 0.27817|
SDSS J085557.48+081706.0|55922-5294-0396| 4.49887|0.21818| 17070|  117|7.981|0.022| 4.13225| 0.08240|
SDSS J085604.88+545501.2|57071-7279-0367| 5.85263|0.24837|  9258|   51|7.892|0.063| 5.43323| 0.25929|
SDSS J085634.52+502748.2|56745-7304-0470| 2.84123|0.14057| 33671|  183|7.972|0.039| 2.79742| 0.09537|
SDSS J085638.83+093818.0|55947-5291-0098| 3.24930|0.22173| 20198|  238|7.943|0.036| 2.93365| 0.09813|
SDSS J085644.71+102713.2|55947-5291-0024| 0.40769|0.35445| 53034| 2376|7.897|0.171| 0.93142| 0.14359|
SDSS J085704.62+122226.4|55953-5293-0236| 3.40477|0.21991| 15309|  215|8.077|0.035| 3.99918| 0.13962|
SDSS J085727.49+025805.0|55272-3816-0648| 3.84849|0.16713| 19450|  157|7.903|0.025| 3.63275| 0.08666|
SDSS J085732.55+472550.4|55980-5735-0414| 2.16213|0.27018| 19476|  316|7.934|0.051| 2.38253| 0.11422|
SDSS J085746.18+034255.3|55535-3814-0152| 0.98709|0.29836| 40619|  777|7.464|0.088| 1.09503| 0.08950|
SDSS J085757.63+254207.6|55957-5179-0820|15.68866|0.40151|  6177|   90|8.208|0.195|16.47506| 2.34916|
SDSS J085804.01+531031.7|55946-5155-0800| 2.25461|0.21277| 29368|  303|7.954|0.057| 2.13270| 0.10890|
SDSS J085811.11+003735.9|55272-3816-0290| 2.47613|0.30507| 19073|  302|8.023|0.050| 2.69438| 0.12656|
SDSS J085814.72+295426.9|56341-5182-0870| 2.45881|0.34119| 20141|  275|7.880|0.042| 2.35384| 0.09115|
SDSS J085817.42+471501.2|55980-5735-0410| 2.82006|0.23079| 21165|  272|8.039|0.039| 3.03375| 0.11290|
SDSS J085820.01+103725.4|55947-5291-0999| 2.81785|0.33496| 17944|  343|7.853|0.062| 2.48799| 0.13831|
SDSS J085838.73+170147.9|55926-5292-0070| 3.32379|0.21117| 19016|  203|7.911|0.034| 3.24853| 0.10318|
SDSS J085850.47+515244.2|56739-7294-0107| 2.50996|0.23732| 21062|  432|7.897|0.062| 2.50651| 0.14508|
SDSS J085854.12+230632.9|56010-5776-0468| 1.63169|0.34254| 26927|  395|7.701|0.060| 1.36726| 0.07775|
SDSS J085913.69+233141.6|56246-5178-0014| 6.71435|0.08569| 23313|  126|7.978|0.017| 6.28147| 0.10503|
SDSS J085921.90+043812.4|55535-3814-0950| 3.68130|0.22000| 17799|  271|8.217|0.047| 3.96287| 0.17868|
SDSS J085944.19+504051.0|56745-7304-0659| 2.99707|0.11511| 31735|  112|7.814|0.025| 2.77973| 0.06039|
SDSS J085954.31+492530.5|56745-7304-0364| 2.10711|0.32745| 23240|  372|7.957|0.051| 2.02969| 0.09947|
SDSS J085955.88+234648.9|56010-5776-0606| 1.65273|0.34563| 30224|  228|7.956|0.047| 1.80947| 0.07287|
SDSS J090024.39+291830.7|56337-5781-0484| 2.51412|0.40086| 27501|  272|7.933|0.043| 2.37101| 0.09488|
SDSS J090029.64+181941.6|55955-5175-0054| 3.68488|0.12545| 25129|  147|7.722|0.021| 3.43712| 0.06981|
SDSS J090049.99+145737.2|55978-5295-0198| 2.78280|0.31287| 16421|  217|7.997|0.040| 3.11122| 0.11584|
SDSS J090058.21+033647.8|55277-3817-0428| 2.52442|0.40426| 24706|  383|8.159|0.055| 1.98872| 0.10590|
SDSS J090112.44+025244.5|55272-3816-0853| 1.48756|0.39831| 43141| 1147|7.737|0.120| 0.93516| 0.10086|
SDSS J090116.64+301035.1|56337-5781-0528| 0.79941|0.24024| 66461| 2297|7.329|0.110| 0.75115| 0.08602|
SDSS J090126.22+155105.7|55913-5297-0367| 4.27815|0.12667| 23501|  163|7.791|0.022| 3.84856| 0.08321|
SDSS J090129.25+472831.9|55980-5735-0258| 2.38953|0.17336| 30938|  172|7.880|0.038| 2.26549| 0.07372|
SDSS J090130.96+460325.5|55893-5162-0022| 3.15283|0.34745| 18712|  368|8.275|0.063| 2.98004| 0.18173|
SDSS J090133.57+165742.2|55913-5297-0346| 5.55528|0.12242| 21039|  114|7.894|0.016| 5.13922| 0.07892|
SDSS J090134.27+082241.8|55927-5299-0500| 2.27932|0.30053| 19838|  434|7.921|0.068| 2.27923| 0.14233|
SDSS J090134.83+000327.0|55532-3818-0523| 1.15762|0.66128| 28574|  429|7.513|0.074| 0.90840| 0.06447|
SDSS J090136.10+162703.8|55913-5297-0322| 2.13226|0.16071| 48169|  625|7.801|0.052| 2.00164| 0.09790|
SDSS J090145.81+481509.3|55980-5735-0270| 4.96965|0.22598| 25183|  292|8.470|0.044| 4.24857| 0.19062|
SDSS J090205.30+454915.0|55984-5736-0466| 7.77639|0.14489| 14469|  296|8.881|0.034|11.68842| 0.48605|
SDSS J090213.42+563247.6|56597-5723-0488| 2.16260|0.26954| 18714|  383|7.958|0.065| 2.42210| 0.14451|
SDSS J090215.04+090736.0|55927-5299-0508| 5.55194|0.14943| 15157|  138|8.040|0.023| 5.90056| 0.13435|
SDSS J090227.13+425039.0|57041-8282-0328| 5.08725|0.31829|  9548|   62|7.783|0.075| 4.06038| 0.22596|
SDSS J090250.49+173149.3|55913-5297-0734| 2.98319|0.28980| 19417|  186|7.972|0.030| 3.19625| 0.09131|
SDSS J090254.08+575821.8|56605-5708-0134| 3.97923|0.14801| 17519|  189|7.963|0.035| 3.75619| 0.11886|
SDSS J090258.21+230640.3|56010-5776-0270| 9.68882|0.15903| 13372|  137|8.442|0.023| 9.20825| 0.21558|
SDSS J090308.38+091241.2|55927-5299-0524| 4.68898|0.16235| 19590|  149|7.948|0.024| 4.26288| 0.09765|
SDSS J090310.62+025126.1|55277-3817-0330| 1.15371|0.49293| 23194|  456|7.932|0.063| 1.65030| 0.09901|
SDSS J090316.80+041159.4|55277-3817-0710| 8.35587|0.11189| 18487|   65|7.856|0.011| 8.08395| 0.08334|
SDSS J090320.15+351249.7|55623-4645-0382| 2.42817|0.18283| 37102|  319|7.757|0.045| 1.80809| 0.07302|
SDSS J090324.46+134239.4|55979-5298-0592| 2.48517|0.29440| 20625|  364|7.953|0.053| 2.25891| 0.11177|
SDSS J090326.87+480109.5|55980-5735-0190| 1.94586|0.30566| 28609|  320|7.888|0.056| 1.99924| 0.10167|
SDSS J090345.18+420048.8|55983-4604-0998| 3.02269|0.43187| 19085|  326|7.895|0.054| 2.27202| 0.11392|
SDSS J090348.55+083456.5|55927-5299-0478| 3.83324|0.20458| 17603|  157|7.934|0.029| 3.75745| 0.09863|
SDSS J090349.79+501906.6|56326-5732-0406| 3.39640|0.19344| 20311|  244|7.900|0.036| 2.99382| 0.10071|
SDSS J090352.79+193643.5|56246-5769-0614| 3.50089|0.10522| 42706|  303|7.918|0.032| 3.30642| 0.09586|
SDSS J090355.18-003343.9|55532-3818-0346| 4.14438|0.16644| 17632|   97|7.896|0.018| 4.18349| 0.06826|
SDSS J090359.58+374018.2|55946-4643-0494| 2.02670|0.17505| 42801|  595|7.667|0.063| 1.82596| 0.10636|
SDSS J090410.39+404819.4|55971-4605-0760| 2.78705|0.21476| 21182|  309|7.678|0.044| 2.31150| 0.09785|
SDSS J090416.46+584300.6|56605-5708-0214| 3.64638|0.16375| 24242|  213|7.919|0.030| 3.26767| 0.09472|
SDSS J090431.80+143747.4|55978-5295-0022| 2.36127|0.22669| 25765|  316|7.876|0.046| 2.26306| 0.09814|
SDSS J090449.96+184758.6|56246-5769-0344| 4.46893|0.11394| 22923|  135|7.886|0.018| 4.24620| 0.07502|
SDSS J090459.18+593519.2|56605-5708-0893| 2.53887|0.08952| 54842|  828|7.623|0.055| 2.17287| 0.11773|
SDSS J090512.36-015455.1|55240-3780-0436|11.75448|0.22493|  6692|   52|7.823|0.101|10.23437| 0.72041|
SDSS J090516.96+031604.8|55277-3817-0186| 4.82269|0.15253| 19108|  107|7.875|0.018| 4.43348| 0.07499|
SDSS J090530.33+412315.2|55999-4603-0418| 1.65446|0.29712| 20565|  393|7.604|0.059| 1.91045| 0.10763|
SDSS J090545.56+324038.5|56353-5809-0583| 1.02779|0.32815| 30978|  287|7.847|0.063| 1.49909| 0.08041|
SDSS J090549.77+163111.8|55913-5297-0090| 0.51388|0.42313| 45671| 1633|7.585|0.149| 0.73103| 0.09917|
SDSS J090609.91+041931.2|55277-3817-0888| 0.70719|0.19183| 58192| 1257|7.433|0.075| 0.93424| 0.07073|
SDSS J090610.99+414114.2|55999-4603-0394| 2.52562|0.15566| 46058|  708|8.003|0.065| 2.34130| 0.13592|
SDSS J090613.36+425002.9|55999-4603-0640| 1.80797|0.22646| 31894|  210|7.933|0.048| 2.01546| 0.08247|
SDSS J090621.61+380956.2|55946-4643-0576| 7.20627|0.21430| 20311|  230|8.920|0.035| 7.33106| 0.29873|
SDSS J090626.71+283606.8|56338-5779-0551| 5.74626|0.19605| 21749|  136|7.960|0.019| 5.48736| 0.10066|
SDSS J090631.13+011527.6|55540-3819-0340| 3.01703|0.30496| 17001|  270|8.095|0.049| 2.90580| 0.13105|
SDSS J090636.19+285132.6|56337-5781-0214| 8.06709|0.21423| 15501|  101|8.129|0.016| 8.62637| 0.14142|
SDSS J090646.55+143742.3|55982-5300-0366| 4.83932|0.12752| 19298|  152|7.848|0.025| 4.24837| 0.10027|
SDSS J090704.73+572723.7|56597-5723-0618| 2.24547|0.33696| 20531|  403|7.837|0.059| 1.89938| 0.10407|
SDSS J090709.09+280228.2|56338-5779-0524| 2.72426|0.57102| 17159|  285|7.929|0.054| 2.51360| 0.12023|
SDSS J090713.87+471047.8|56782-7516-0754| 8.04861|0.11806|  9862|   50|8.022|0.051| 8.63605| 0.35457|
SDSS J090714.70+210709.3|56003-5772-0398| 1.16823|0.39902| 22732|  350|7.895|0.048| 1.98167| 0.09122|
SDSS J090714.91+510147.9|56326-5732-0772| 4.70651|0.25971| 10204|   73|8.148|0.062| 5.27356| 0.27375|
SDSS J090718.07+570316.1|56597-5723-0400| 1.53594|0.23210| 28571|  391|7.869|0.068| 1.58761| 0.09773|
SDSS J090726.02+174135.8|55913-5297-0966| 3.40955|0.25859| 22786|  254|8.073|0.035| 3.17771| 0.10859|
SDSS J090730.64+381753.9|55946-4643-0616| 2.19461|0.24715| 20516|  260|7.168|0.040| 1.85255| 0.07759|
SDSS J090744.31+532040.4|56334-5728-0161| 5.69770|0.10202| 18012|  143|7.875|0.026| 5.19366| 0.12284|
SDSS J090746.51+385643.4|55946-4643-0634| 6.32771|0.10389| 26297|  111|8.026|0.017| 6.06791| 0.09802|
SDSS J090747.69+505749.3|56326-5732-0778| 6.08789|0.08349| 32590|  110|8.294|0.024| 5.92604| 0.12786|
SDSS J090751.78+071844.5|55927-5299-0248| 3.57753|0.28931| 18907|  190|8.018|0.032| 3.21220| 0.09688|
SDSS J090801.05+630224.3|56686-5713-0784| 5.05131|0.12021| 17495|  131|7.870|0.024| 4.61636| 0.10032|
SDSS J090821.06+150300.7|55982-5300-0298| 3.27256|0.19595| 26145|  216|8.118|0.033| 3.33314| 0.10474|
SDSS J090823.14+124703.8|55979-5298-0156| 1.61224|0.18709| 62798| 1749|7.497|0.093| 1.19433| 0.11284|
SDSS J090836.37+132518.8|55979-5298-0844| 2.57199|0.31693| 21161|  337|8.025|0.048| 2.37399| 0.10823|
SDSS J090856.62+443112.0|56008-4688-0988|10.63060|0.17126|  9294|   47|8.517|0.048|11.26212| 0.51302|
SDSS J090905.54+024411.8|55540-3819-0776| 1.96397|0.37389| 32484|  326|7.898|0.073| 1.43984| 0.08957|
SDSS J090911.35+501559.4|56745-7304-0021| 6.53191|0.21744|  9548|   48|7.877|0.056| 5.70961| 0.24259|
SDSS J090920.11+222435.1|56003-5772-0710| 2.32877|0.38373| 19721|  382|7.843|0.060| 2.19286| 0.12298|
SDSS J090932.45+114002.0|55896-5302-0614| 4.02139|0.17977| 19152|  170|8.025|0.028| 3.83707| 0.10233|
SDSS J090934.11+324242.0|56334-5811-0416| 2.16011|0.43617| 18293|  370|7.713|0.065| 1.97694| 0.11781|
SDSS J090937.01+304319.4|56353-5809-0250| 5.04273|0.22321| 23624|  193|8.236|0.027| 4.27135| 0.11591|
SDSS J091005.44+081512.0|55927-5299-0150| 3.07913|0.23112| 27116|  159|7.902|0.025| 2.83865| 0.06657|
SDSS J091016.33+191531.5|56017-5768-0516| 3.04219|0.37765| 16422|  311|8.465|0.045| 4.47817| 0.22205|
SDSS J091021.01+415054.9|57416-8297-0771| 2.35083|0.34745| 16801|  292|7.923|0.056| 2.51435| 0.12623|
SDSS J091028.84+331005.1|56334-5811-0390| 1.39210|0.35035| 31508|  325|8.002|0.073| 1.58196| 0.09735|
SDSS J091053.50+393206.1|57448-8831-0539| 6.73263|0.30428|  9054|   47|7.988|0.059| 6.26425| 0.28436|
SDSS J091056.48+094655.1|55896-5302-0329| 4.38793|0.40506| 15060|  480|8.385|0.041| 3.58285| 0.19699|
SDSS J091102.41+092339.9|55896-5302-0321| 5.99857|0.46438| 11221|  129|8.463|0.050| 5.52174| 0.28555|
SDSS J091109.46+165345.3|55987-5301-0327| 3.41848|0.18222| 24229|  187|7.910|0.026| 2.81489| 0.07110|
SDSS J091111.61+504243.9|56326-5732-0120| 2.87483|0.28300| 20613|  409|7.992|0.060| 2.43321| 0.13593|
SDSS J091123.97+165411.6|55987-5301-0334| 9.59553|0.07488| 17980|   62|7.950|0.011| 9.33336| 0.09514|
SDSS J091139.09+130655.6|55979-5298-0998| 2.98344|0.24290| 18019|  241|7.825|0.043| 2.97927| 0.11636|
SDSS J091200.58+013919.5|55540-3819-0079| 7.50405|0.11025| 16420|   91|8.121|0.016| 7.53964| 0.11835|
SDSS J091206.50+383711.7|57448-8831-0454| 2.88566|0.29701| 11329|  124|7.978|0.048| 4.58080| 0.19523|
SDSS J091208.93+461642.8|56363-5813-0496| 5.85919|0.09045| 16332|  123|7.758|0.024| 5.75898| 0.12705|
SDSS J091213.65+000247.8|55535-3821-0578| 3.36085|0.20372| 19231|  184|7.894|0.030| 3.18251| 0.09013|
SDSS J091215.44+011958.7|55544-3822-0422| 1.83802|0.18928| 49603|  746|7.824|0.059| 1.64847| 0.09116|
SDSS J091235.61+265828.4|56338-5779-0214| 2.57137|0.15310| 49955| 1079|7.896|0.092| 2.78179| 0.22985|models with C/N/O
SDSS J091238.32+213206.1|56003-5772-0898| 4.69411|0.23193| 18246|  181|8.099|0.031| 4.43805| 0.13057|
SDSS J091239.63+102645.6|55896-5302-0230| 1.45554|0.44286| 23447|  409|7.933|0.056| 1.73449| 0.09315|
SDSS J091258.86+091815.1|55896-5302-0162| 3.55708|0.15948| 21017|  189|7.811|0.027| 3.28459| 0.08439|
SDSS J091306.49+093326.9|55896-5302-0161| 5.83362|0.13236| 17234|  112|7.991|0.021| 5.60277| 0.10703|
SDSS J091318.28+440756.5|57064-8283-0653| 6.09950|0.30805|  9499|   68|8.127|0.073| 5.23678| 0.30998|
SDSS J091322.68+380116.8|55946-4643-0158| 0.49343|0.36980| 57452| 2824|7.479|0.172| 0.64406| 0.10594|
SDSS J091340.97+011240.2|55535-3821-0625|14.68212|0.19899|  7319|   55|8.343|0.084|13.69024| 0.96328|
SDSS J091349.50+223415.9|56009-5775-0253| 3.12132|0.41841| 18963|  249|7.913|0.042| 2.51762| 0.09819|
SDSS J091353.59+374909.8|55946-4643-0116| 1.70525|0.11003| 80590| 1975|7.256|0.066| 1.29855| 0.10011|
SDSS J091354.70+003334.3|55544-3822-0404| 3.37681|0.34824| 17783|  251|8.028|0.045| 2.83975| 0.11717|
SDSS J091357.21+125026.6|55980-5303-0380| 0.89433|0.41003| 30910|  388|7.363|0.086| 0.86724| 0.06845|
SDSS J091359.81+040149.0|55542-3820-0870| 1.50195|0.20494| 43247|  886|7.810|0.092| 1.46908| 0.12179|
SDSS J091401.87+543114.6|56334-5728-0012| 2.38367|0.21122| 27065|  323|7.908|0.050| 2.06750| 0.09623|
SDSS J091440.92+491108.7|56575-5733-0723| 2.54796|0.30783| 17348|  259|7.990|0.048| 2.76135| 0.11933|
SDSS J091441.38+472307.1|56363-5813-0555| 1.75147|0.33143| 18629|  348|7.880|0.060| 2.19199| 0.12007|
SDSS J091450.78+031450.1|55544-3822-0604| 3.63998|0.21015| 20036|  181|7.914|0.028| 3.24359| 0.08401|
SDSS J091453.69+023217.2|55544-3822-0664| 2.74197|0.50385| 23458|  303|7.832|0.042| 1.88838| 0.07643|
SDSS J091508.39+523154.5|56598-5729-0192| 4.17588|0.13411| 23111|  195|8.066|0.027| 4.06586| 0.10752|
SDSS J091521.64+194939.6|56017-5768-0726| 4.43201|0.25373| 19279|  175|8.495|0.028| 4.81662| 0.14403|
SDSS J091522.91+165754.1|55998-5307-0520| 1.81888|0.51171| 40625| 1180|7.774|0.138| 1.10920| 0.13248|
SDSS J091527.99+094733.8|55896-5302-0046| 4.65112|0.13875| 15043|  109|7.681|0.022| 4.98787| 0.10157|
