logg_bias_-1,vg_bias_-1,logg_bias_0,vg_bias_0,logg_bias_1,vg_bias_1
0.012708871781871522,-0.7275118745330351,-0.00725628767116504,-1.20588895756792,0.0026754993606843414,-1.7742191155492808
-0.018869568659478198,-0.6231169058832577,0.009609842209093777,-0.8226171891438021,0.0006745165444259626,-1.2707711289203516
0.004131600487917275,-0.06436932859406141,0.00044264249854197857,-0.8170093627521986,-0.002573497426581639,-1.0362165765517108
0.005911416529738922,-0.02263076134808628,0.002861215364899472,-0.6108860700651775,0.0011236733403707788,-1.0834382293989968
0.006199472136835027,-0.40532033767391695,-0.004939967370932052,-1.1905161480775082,-0.016908312386771485,-2.769318588304335
0.00034820356897569127,-1.0822258254142945,-0.007878791445514288,-2.3315649321278737,-0.0008999466733570216,-4.194918077098359
-7.676897969943752e-05,-1.6388557350254516,-0.0019910784678165427,-3.084550160209453,0.007119422143572862,-4.457651834749605
0.0019294827728000286,-1.716963769351775,0.00015886420003230484,-2.929068254352231,5.9670488415264344e-05,-3.864496220937216
-0.0023652522009252053,-1.145204549478116,6.501195977026697e-05,-1.6541619927974978,0.0015157227743518575,-2.2289919506277194
-0.0006563507239478739,0.12219907654461792,-0.002532447178611008,0.16555830951681116,-0.0035182004057583427,-0.16358252467781398
0.00030861157183004195,1.7959727220118609,-0.006578782166380748,2.266310175609558,-0.008335346812947009,2.42505424214815
-0.009828427245114568,2.609459362584147,-0.0013812250774041246,4.517058374041994,0.004667014297540462,6.016363701827025
0.005416099633082538,3.0439354020081026,0.0036115832110716894,5.72451734821167,0.004284961001758347,8.622141950692665
0.003340302699053055,2.36961165757878,-0.009584710477046343,4.618240192113056,0.0019139253629667508,10.370504853972335
-0.0031950329166701152,3.7874184946970004,0.00919847967651144,6.474464754037044,0.003115182158657248,11.530105432688835
0.033720076634509155,6.13207147375077,-0.006855865819657581,6.279714205742394,0.0064323761301956495,11.05526440098786
0.005555195400951618,0.4418398882563963,0.0305826259704034,10.99764102571477,0.028919266278469635,12.000252228537533
-0.009572510283931024,3.5685872273414816,-0.017031605638303304,8.35140106788512,0.0026645182816462665,9.066003486784908
,,,,0.034818608960289765,18.81878052673325
0.010650270058979672,2.8011727723105935,,,,
