logg_bias_-1,vg_bias_-1,logg_bias_0,vg_bias_0,logg_bias_1,vg_bias_1
-0.048645692099985816,-1.6211259346471634,-0.05699696373262686,-2.6695262463660896,-0.010349693318934428,-2.918111312333873
-0.010530972441868514,-1.6206518132878225,0.002391587952477181,-2.0330697786935596,0.005010054513896911,-3.0308923117961886
0.0028415425849521725,-1.3488630662954346,-0.003088813117226863,-2.0021349460659152,0.0132427570827236,-3.046086720018087
-0.0004468237451451529,-1.1589055887560455,0.0043615945490484975,-1.7772941414345382,-0.006127305305814623,-3.705230500765335
0.007864061067004435,-0.6601642312812785,-0.0027176627551979138,-2.066628838413509,-0.0015841020068707579,-4.258818582601505
-0.0025777820952601616,-1.0941470328015122,-0.003514276518551185,-3.132209409925496,-0.0024801329034103148,-5.347445614134038
-0.00436021151589383,-2.6829982308775264,-0.003357964356196952,-4.470070696930133,-0.0029160000491170734,-5.850055094378007
0.0057776170242869185,-3.362536257765452,0.0020114030131148652,-4.531449454946799,0.0052676110414155985,-5.072684988700615
0.005843335412420991,-2.5020033199626504,0.002842839819495069,-3.263658070128855,0.004776586492678092,-3.4782235336599108
-0.00011430371109089066,-0.8487527943277264,0.002166954922469877,-1.0465123534991534,0.0016673184211732917,-1.084309297302493
-0.005876281681230111,1.3114955217060213,-0.0044502803867771945,1.4989875607664302,-0.006246293500435485,1.7094459821371544
-0.006605421884309237,3.748220965765533,-0.006205688063690928,4.5553551801562975,-0.005635161408536149,5.350189333566988
0.0017454917599035724,5.621194714688386,0.0032622668075745764,7.992997686928547,-0.005257513271608616,9.106769522756316
0.0011296450633970778,4.3587612402475315,0.007493046327054387,9.953119801725862,0.0012848579113082792,12.61302267443456
-0.0006505515497039482,3.643901281271745,-0.00411040413301933,9.673667846213021,-0.005493860535148443,13.701698464346215
0.004522423167045986,5.089489853781316,0.0050890679473578615,11.680770624141275,-0.0044331888691448995,14.529482775703265
-0.0052987820421321885,5.933034887451839,-0.011762037715529416,10.988042264205973,-0.005826361514737144,14.618472260499502
-0.019326503057987665,7.784455101248838,0.010284578924835586,14.271404471196405,-0.01728190879697067,15.378017201250472
-0.02653578615490737,7.773066052009995,-0.002426089042916857,10.625532311370108,-0.013417851198235908,19.203206040142106
0.015415890494555384,11.256278332977487,0.016716440561298285,11.818190958013247,0.006326380105758034,26.22035849003983
