radius_bias_-1,vg_bias_-1,radius_bias_0,vg_bias_0,radius_bias_1,vg_bias_1
,,,,,
,,,,,
5.823770547893747e-05,1.1041834113711957e-11,8.605184016433846e-05,37.21062788996264,0.0001515946157668183,84.3726021937182
0.0001299338839456949,-2.477092063738951,0.00014324890111488704,17.356715947710683,-2.703335217727875e-05,50.90867360963749
3.227273052722711e-05,-0.29230011199720707,-6.0613267307744675e-05,12.198501032585803,0.00010029747885388282,23.7956036392046
-2.622029343212623e-06,0.17162819822605968,9.294164019967195e-05,5.47839575055837,0.00023996168182434038,6.995012954049237
1.116402596418667e-06,-0.015291891815088832,-5.164028689948717e-05,-0.4055000057579079,-6.607679210998002e-05,-0.8645055688673224
1.2396495617451181e-05,-0.1123106235751834,-0.00010208256850295812,-3.7665076151260273,-0.00011961254428914485,-5.811750200243239
1.0045743593704165e-05,-0.0285397674539567,8.127119450794182e-05,-3.071181313938446,0.00018944584497779596,-8.460629561937393
-3.95874146316387e-05,0.04201877933926923,5.956450861941201e-05,-1.1422143002782832,4.9206312490730764e-05,-7.205177955685146
-7.946819600230734e-05,0.05238251829532814,0.0005086712541652258,-1.5474731826793544,-2.587333252014601e-05,-4.617232907530967
-0.00035719842740899663,0.3001669794211086,0.0004803110197539387,-1.0510085259356492,0.00011776790902827058,-3.2037357876735406
-0.00011399798893893531,7.194245199571014e-14,0.0006307118026660126,-1.0086350957094332,0.001132060806810175,-2.973367285824092
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
