radius_bin_id,Bin_range,Bin_center,mean_radii_SDSSV_LSR,e_mean_radii_SDSSV_LSR,mean_RVs_SDSSV_LSR,e_mean_RVs_SDSSV_LSR,mass_SDSSV_LSR,e_mass_SDSSV_LSR,num_obs_per_bin_SDSSV_LSR,mean_radii_eSDSS_LSR,e_mean_radii_eSDSS_LSR,mean_RVs_eSDSS_LSR,e_mean_RVs_eSDSS_LSR,mass_eSDSS_LSR,e_mass_eSDSS_LSR,num_obs_per_bin_eSDSS_LSR,mean_radii_All_LSR,e_mean_radii_All_LSR,mean_RVs_All_LSR,e_mean_RVs_All_LSR,mass_All_LSR,e_mass_All_LSR,num_obs_per_bin_All_LSR,mean_radii_SDSSV_asym,e_mean_radii_SDSSV_asym,mean_RVs_SDSSV_asym,e_mean_RVs_SDSSV_asym,mass_SDSSV_asym,e_mass_SDSSV_asym,num_obs_per_bin_SDSSV_asym,mean_radii_eSDSS_asym,e_mean_radii_eSDSS_asym,mean_RVs_eSDSS_asym,e_mean_RVs_eSDSS_asym,mass_eSDSS_asym,e_mass_eSDSS_asym,num_obs_per_bin_eSDSS_asym,mean_radii_All_asym,e_mean_radii_All_asym,mean_RVs_All_asym,e_mean_RVs_All_asym,mass_All_asym,e_mass_All_asym,num_obs_per_bin_All_asym,mean_radii_SDSSV_debias,e_mean_radii_SDSSV_debias_sys,e_mean_radii_SDSSV_debias,mean_RVs_SDSSV_debias,e_mean_RVs_SDSSV_debias_sys,e_mean_RVs_SDSSV_debias,num_obs_per_bin_SDSSV_debias,mean_radii_eSDSS_debias,e_mean_radii_eSDSS_debias_sys,e_mean_radii_eSDSS_debias,mean_RVs_eSDSS_debias,e_mean_RVs_eSDSS_debias_sys,e_mean_RVs_eSDSS_debias,num_obs_per_bin_eSDSS_debias,mean_radii_All_debias,e_mean_radii_All_debias_sys,e_mean_radii_All_debias,mean_RVs_All_debias,e_mean_RVs_All_debias_sys,e_mean_RVs_All_debias,num_obs_per_bin_All_debias,mass_SDSSV_debias,e_mass_SDSSV_debias,mass_eSDSS_debias,e_mass_eSDSS_debias,mass_All_debias,e_mass_All_debias
0,[0.    0.002],0.001,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,
1,[0.002 0.004],0.003,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,
2,[0.004 0.006],0.005,0.0056421110285557,0.0005485791938258,54.34709593815879,5.358982260928114,0.481609783846466,0.0666935164598625,6,0.0054300921742617,0.0001984535923646,110.98896501553482,3.696844038020606,0.946595278040394,0.0468073937039642,21,0.005454628027362,0.0001866176308444,92.72546144876898,3.0430254071670557,0.7944040935890673,0.0376609838557868,27,0.0056421110285557,0.0005485791938258,56.86896780277999,5.358982260928114,0.5039579542986782,0.0682366896779451,6,0.0054300921742617,0.0001984535923646,113.20311722180536,3.696844038020606,0.9654791916170732,0.0473197656947051,21,0.005454628027362,0.0001866176308444,95.03883423461066,3.0430254071670557,0.8142233835915825,0.0381532138742658,27,0.005729431421362809,8.421732692349997e-05,0.000555006027041783,102.37483834232074,78.71887888452183,78.90108100469193,6,0.0058326775354441,0.0005929757282383393,0.0006253031605567044,141.8900059957454,59.948804170831224,60.062682069269265,21,0.0058691358095928,0.00017747342931115974,0.000257532441167011,129.48266327473425,73.13128892838732,73.19457236678093,27,0.921259724063789,0.7156083747452268,1.2998615703644443,0.5676095844244884,1.1936118263574258,0.6767602244939575
3,[0.006 0.008],0.007,0.0071253636830359,0.0001447160321887,83.2444655275999,1.960081042244366,0.9316219998071782,0.0289690029362318,50,0.0071268348366024,8.92293855670845e-05,76.30567982322944,1.408412229234532,0.8541435989809852,0.01905017403699,98,0.0071264296018792,7.595230665612368e-05,78.66836937067151,1.1437618870320003,0.8805407882214202,0.0158735121456074,148,0.0071253636830359,0.0001447160321887,81.82596385939334,1.960081042244366,0.9157469821409736,0.0287594483455055,50,0.0071268348366024,8.92293855670845e-05,78.42544886010023,1.408412229234532,0.8778716773934404,0.01921851627792,98,0.0071264296018792,7.595230665612368e-05,79.58334039718709,1.1437618870320003,0.890782125563645,0.0159382866535261,148,0.006846668514522001,6.416520495801381e-07,0.00014471745468254196,112.79076055102384,50.55974050872464,50.59772008699341,50,0.0069052677847391995,8.364064553781445e-05,0.00012230143431154743,103.72201948313722,47.67258661822131,47.69338675203587,98,0.007111602340996865,1.5100588070756687e-05,7.743888329817604e-05,102.7641414294288,47.253940013284705,47.26778012593078,148,1.2129144145921757,0.5447147432011302,1.1249386014059075,0.5176520612402798,1.147853315146528,0.5281188479192629
4,[0.008 0.01 ],0.009,0.0091146778674221,5.901538096090547e-05,55.713955491431214,0.8965211603847929,0.7975954131155835,0.0138345208019953,250,0.0091309056162426,3.4871899614737724e-05,51.83343145200688,0.5741874745712605,0.7433633492213316,0.0087102934545598,500,0.0091267059327592,3.0022327394129813e-05,52.96218393210819,0.483520302383332,0.7592018772193259,0.0073673611096135,750,0.0091146778674221,5.901538096090547e-05,56.17900755204516,0.8965211603847929,0.8042530518908931,0.0138506696639777,250,0.0091309056162426,3.4871899614737724e-05,53.51255773074014,0.5741874745712605,0.7674443506013084,0.0087407013978119,500,0.0091267059327592,3.0022327394129813e-05,54.28816479264363,0.483520302383332,0.7782095367177685,0.007388790323478,750,0.009084509953578224,7.261341700000137e-05,9.357095445904617e-05,72.3028568721929,24.403602184485592,24.420064491512868,250,0.009132296248899519,5.157028500547837e-06,3.5251160629060256e-05,65.8827719631085,23.726113567707515,23.733060407029456,500,0.009067671683418273,5.661216669214722e-05,6.408024313109136e-05,68.42147076630117,23.677922601645964,23.682859004190217,750,1.0316545390016234,0.348600095266208,0.9449942922025382,0.34043640698818733,0.9744633796273747,0.33736322883869174
5,[0.01  0.012],0.011,0.0112996933043838,4.656020723508967e-05,36.739521467321595,0.5733617081250044,0.652044869120719,0.0105246111546421,532,0.0112346822788633,2.648449409336805e-05,29.87577669041161,0.3799593450036812,0.5271780629296962,0.0068188425443285,1203,0.0112505749628582,2.3020779245003132e-05,31.97023023859683,0.3167258341286001,0.5649341287862418,0.0057148755402474,1735,0.0112996933043838,4.656020723508967e-05,36.82167544732549,0.5733617081250044,0.6535029197158263,0.0105261464577696,532,0.0112346822788633,2.648449409336805e-05,30.940594634706045,0.3799593450036812,0.5459674877892707,0.0068270542203692,1203,0.0112505749628582,2.3020779245003132e-05,32.735190875608254,0.3167258341286001,0.5784514656274413,0.0057205343191096,1735,0.011428271206313,0.0003085496588332477,0.0003120428574152724,43.29621551438555,6.800755958488789,6.82488280157724,532,0.011315847877905008,0.00020286740147130376,0.0002045888829020306,36.93174508686748,7.4406622939994875,7.450357338893306,1203,0.011319228548252565,0.0001892558148800018,0.00019065077954978488,39.11392010837008,7.642510618711292,7.64907078089354,1735,0.7771552860317162,0.12432901394707296,0.656393482581286,0.132947060654863,0.6953852968194348,0.13649215783014
6,[0.012 0.014],0.013,0.0128923614331802,2.826813162786212e-05,30.571800178319872,0.3620619567894137,0.6190572513695303,0.0074560905779417,1257,0.0129595033193077,1.6210774336363932e-05,25.200840799581652,0.2092731265447251,0.5129567139311262,0.0043077565256883,3333,0.0129428872972533,1.4062543093296484e-05,26.54585993105602,0.1811845623382102,0.539641447414575,0.003729612956011,4590,0.0128923614331802,2.826813162786212e-05,30.86535481839636,0.3620619567894137,0.6250015244431649,0.0074584743148919,1257,0.0129595033193077,1.6210774336363932e-05,27.303987247848024,0.2092731265447251,0.5557657257255479,0.0043160575474442,3333,0.0129428872972533,1.4062543093296484e-05,28.195840486500753,0.1811845623382102,0.5731833216450053,0.0037355155405479,4590,0.012908900534394136,3.8226421012322806e-05,4.7543101803957776e-05,30.832366091242235,0.2260791909176909,0.4268496938269688,1257,0.01299669731212941,2.997327692203476e-05,3.40761871991204e-05,27.296189035591297,0.1735637232160876,0.27188160568606917,3333,0.012960200981361017,4.08509572747337e-05,4.320365526796244e-05,28.20262800441285,0.2494521577106568,0.3083086515428835,4590,0.6251344589547744,0.008955503807070237,0.5572015965304639,0.005739026516712263,0.5740882338964282,0.006561186836849016
7,[0.014 0.016],0.015,0.0147448306242095,6.540248802244848e-05,29.483825311867488,0.6428578585840476,0.6828116902984467,0.0151927995982467,409,0.0146704266464,3.5300315091775084e-05,23.20697041610716,0.3443223704241497,0.5347348921498344,0.0080375329241139,1303,0.0146872120303388,3.106431864742302e-05,24.606250126629345,0.3035261975202917,0.5676258031491949,0.0071040318961661,1712,0.0147448306242095,6.540248802244848e-05,30.104870191836365,0.6428578585840476,0.6971943797818247,0.015205645916855,409,0.0146704266464,3.5300315091775084e-05,25.02838886862681,0.3443223704241497,0.5767040067005131,0.008054316369435,1303,0.0146872120303388,3.106431864742302e-05,26.16007303759014,0.3035261975202917,0.6034699473502341,0.0071172362523646,1712,0.014585902522119401,0.00022023196672062847,0.00022973812179340747,27.082405956468957,3.8312016676995917,3.8847615686071904,409,0.0145258738323935,0.0001906332876656073,0.00019387408958336023,22.48512347681885,3.77511740913344,3.790787431064538,1303,0.014559417012238202,0.00024038226667013755,0.00024238115855507777,23.452314861860295,3.7582538307473037,3.7704906854291407,1712,0.620437274027698,0.0895318437885917,0.5129970586130222,0.08675724041351483,0.5362990553859247,0.08668323257442198
8,[0.016 0.018],0.017,0.0169236324436429,9.739119612001488e-05,22.68878721711726,0.9533441529682642,0.6030900969330264,0.0255773788179031,184,0.0169935476835848,6.376642858130704e-05,15.728800057675333,0.6320710568102377,0.4198140573641782,0.0169438628508777,376,0.0169725690013363,5.334858145615302e-05,17.8540338673294,0.5268037360574391,0.4759499304396462,0.0141229071830657,560,0.0169236324436429,9.739119612001488e-05,21.174838163050342,0.9533441529682642,0.5628478542326303,0.0255469852331064,184,0.0169935476835848,6.376642858130704e-05,17.391034187311487,0.6320710568102377,0.464180395018222,0.0169601508629763,376,0.0169725690013363,5.334858145615302e-05,18.54641967210145,0.5268037360574391,0.4944074385897609,0.0141291705084089,560,0.017000713292393454,3.6229110642958806e-05,0.00010391146972142658,17.023560502984072,7.06322648919955,7.127273918668272,184,0.01700834532002856,3.522737196240758e-05,7.285001818388758e-05,14.405389497378717,6.479281553893081,6.510038653915685,376,0.01700954976258587,1.698181705075963e-05,5.598618806213962e-05,15.334399177220728,6.638465934870272,6.659335713474514,560,0.45456382658225297,0.19033304681365562,0.38482599466622175,0.17391717314386484,0.40967259514412574,0.17791539593070727
9,[0.018 0.02 ],0.019,0.0188151245136429,0.000140467264139,24.868928946745346,1.3639296465578516,0.7349224407432954,0.0406783403868058,90,0.0189604901094218,8.268943531209738e-05,16.51859747640669,0.8375334860646632,0.4919263205680904,0.0250339693824782,200,0.0189230796453093,7.125918575355627e-05,18.805083475750298,0.71371427787047,0.5589132601756852,0.0213167413180954,290,0.0188151245136429,0.000140467264139,25.255560322158505,1.3639296465578516,0.7463481066694415,0.0406899334141661,90,0.0189604901094218,8.268943531209738e-05,19.728362038086058,0.8375334860646632,0.5875135926093156,0.0250731345664833,200,0.0189230796453093,7.125918575355627e-05,21.24181830470479,0.71371427787047,0.6313364115640233,0.0213453943756941,290,0.018800650946114182,4.360309272358892e-05,0.00014707916912247462,23.222711432888296,7.71241798380351,7.832093924210512,90,0.01894691195728128,0.0001008421135515712,0.00013040964142954124,18.077777793326156,6.663875581458564,6.716301073168127,200,0.018978820891571224,2.3469634941909734e-05,7.502463141239914e-05,19.394247212801645,6.73876854702365,6.776458485137454,290,0.6857457780764179,0.2313368989170159,0.5379734109002187,0.19990351936255935,0.5781219845934104,0.20201198346914698
