radius_bias_-1,vg_bias_-1,radius_bias_0,vg_bias_0,radius_bias_1,vg_bias_1
,,,,,
,,,,,
8.492498535699142e-05,1.1042935058486592,0.0003584804904211711,25.629989433202837,0.0004138882290390059,70.36877929817643
2.389560182053385e-05,0.14428126161919863,-0.0001755419260592141,22.2781981395064,0.00015981674016297617,43.38804757076908
2.7624507427015735e-05,0.1829775494180339,3.744171062881364e-05,12.462890874663472,2.0767697863095097e-06,24.424834728701732
4.1785604167378365e-06,0.5119554024912603,8.67391099525043e-05,5.962719764116834,0.00016728358036001423,8.364613247421225
1.8272371022191869e-06,0.002038394158891066,2.8992823507155083e-05,-0.05117616956971105,3.6727121225328674e-05,-0.19984803522513062
-4.27245259033808e-06,-0.21564995613136162,-0.0001018636569242639,-2.674143715319726,-0.00023465321221549824,-3.902388265053016
1.4128064216790276e-05,-0.04937999731581755,5.4887859159968855e-05,-3.1642030025960253,4.05403230161229e-05,-6.812000968721083
1.0278864710031727e-05,-0.07738315419554098,7.044945926837701e-05,-1.5046273736554454,3.617350137274586e-05,-6.566339545916854
1.2838702195018536e-06,0.006600694763642778,9.858391176925663e-06,-0.7074140960475663,5.535600700826149e-05,-4.037081541739315
1.7661589727234472e-05,-0.024872855281376616,0.00014129294075608187,-0.5505005231130635,2.147782823412603e-05,-1.855103600791539
-3.0943541340228142e-06,-0.044657437570039704,-5.3994678035629295e-05,0.06290813462660694,0.00011204656590427589,-1.491892004561656
-1.895597231878904e-05,-0.033731789678594026,-5.162145129569695e-05,-0.4673882700055012,-8.518976201507544e-05,-0.862031291274227
7.022461469314775e-05,0.37401407597859126,-0.0005004917918401686,-0.5739789112425502,-0.0003729090162317879,-0.5562532804955449
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
