logg_bin_id,Bin_range,Bin_center,mean_loggs_SDSSV_LSR,e_mean_loggs_SDSSV_LSR,mean_RVs_SDSSV_LSR,e_mean_RVs_SDSSV_LSR,mass_SDSSV_LSR,e_mass_SDSSV_LSR,num_obs_per_bin_SDSSV_LSR,mean_loggs_eSDSS_LSR,e_mean_loggs_eSDSS_LSR,mean_RVs_eSDSS_LSR,e_mean_RVs_eSDSS_LSR,mass_eSDSS_LSR,e_mass_eSDSS_LSR,num_obs_per_bin_eSDSS_LSR,mean_loggs_All_LSR,e_mean_loggs_All_LSR,mean_RVs_All_LSR,e_mean_RVs_All_LSR,mass_All_LSR,e_mass_All_LSR,num_obs_per_bin_All_LSR,mean_loggs_SDSSV_asym,e_mean_loggs_SDSSV_asym,mean_RVs_SDSSV_asym,e_mean_RVs_SDSSV_asym,mass_SDSSV_asym,e_mass_SDSSV_asym,num_obs_per_bin_SDSSV_asym,mean_loggs_eSDSS_asym,e_mean_loggs_eSDSS_asym,mean_RVs_eSDSS_asym,e_mean_RVs_eSDSS_asym,mass_eSDSS_asym,e_mass_eSDSS_asym,num_obs_per_bin_eSDSS_asym,mean_loggs_All_asym,e_mean_loggs_All_asym,mean_RVs_All_asym,e_mean_RVs_All_asym,mass_All_asym,e_mass_All_asym,num_obs_per_bin_All_asym,mean_loggs_SDSSV_debias,e_mean_loggs_SDSSV_debias_sys,e_mean_loggs_SDSSV_debias,mean_RVs_SDSSV_debias,e_mean_RVs_SDSSV_debias_sys,e_mean_RVs_SDSSV_debias,num_obs_per_bin_SDSSV_debias,mean_loggs_eSDSS_debias,e_mean_loggs_eSDSS_debias_sys,e_mean_loggs_eSDSS_debias,mean_RVs_eSDSS_debias,e_mean_RVs_eSDSS_debias_sys,e_mean_RVs_eSDSS_debias,num_obs_per_bin_eSDSS_debias,mean_loggs_All_debias,e_mean_loggs_All_debias_sys,e_mean_loggs_All_debias,mean_RVs_All_debias,e_mean_RVs_All_debias_sys,e_mean_RVs_All_debias,num_obs_per_bin_All_debias,mass_SDSSV_debias,e_mass_SDSSV_debias,mass_eSDSS_debias,e_mass_eSDSS_debias,mass_All_debias,e_mass_All_debias
0,[7.  7.1],7.05,7.0468898211001925,0.0721888154753855,,16.32787362409001,8.330503147648168,,2,7.047313752377547,0.0212220474132848,33.693001285920886,4.447586636101147,6.892337630106941,1.8505291993594528,20,7.047280029019837,0.0203604602207938,28.808417716930844,4.291235387708358,5.039177790565402,1.5197233556525644,22,7.0468898211001925,0.0721888154753855,,16.32787362409001,11.54333622770823,,2,7.047313752377547,0.0212220474132848,34.48265823715473,4.447586636101147,7.21919249803148,1.895386662420468,20,7.047280029019837,0.0203604602207938,29.090513519262416,4.291235387708358,5.138349555180606,1.5349695575827846,22,7.014831334661041,0.0217574270703711,0.07539635742170687,,1.289468272228575,16.37871135069357,2,7.03743772195366,0.0028208437250692,0.021408700468103392,33.27965466430353,1.0680937273833297,4.574041002888052,20,7.033631212657283,0.0036796326449427003,0.02069028846595075,27.88355122935368,1.300779792647119,4.484052767495002,22,,,6.878928561085679,1.921079987566651,4.871535314782496,1.5839133629059452
1,[7.1 7.2],7.15,7.143679214250122,0.0393245945656489,0.4179710084027501,6.232006325527259,0.0008495990200053,0.0253353977632063,9,7.159882565164785,0.0266604218652922,31.143383366700377,5.77101031487208,4.544121318372974,1.707039334077425,24,7.154780235936658,0.0220671412043135,16.95900013375877,4.234325633609777,1.3633932839692515,0.6843399186654492,33,7.143679214250122,0.0393245945656489,7.222373470976157,6.232006325527259,0.2536772780915031,0.4383858119643731,9,7.159882565164785,0.0266604218652922,30.549907395630335,5.77101031487208,4.372583686561277,1.673665354397362,24,7.154780235936658,0.0220671412043135,19.780753927218615,4.234325633609777,1.854839533927985,0.7996779072326331,33,7.1486668700538845,0.0051496760051775,0.03966034418296145,5.862679403816385,1.1317849838185499,6.333943486565768,9,7.1632185459697135,0.0017659198844084002,0.026718842921681682,29.602967085222325,1.114555390833134,5.877652062992088,24,7.147852744504467,0.0031850763763952,0.022295816478760794,18.741279806844624,1.0879759148202108,4.371865181209699,33,0.16524423640582292,0.35737311313969583,4.07429844015581,1.6372014661467127,1.6917907418915836,0.7940679154884026
2,[7.2 7.3],7.25,7.23638732937952,0.0566402079562939,57.861059074769976,10.425573912431728,13.151834250093676,5.040304042631056,6,7.249186339504017,0.019010426354826,15.79761528061379,2.284407049753519,0.9519138069596248,0.2784376198744809,24,7.247890498976013,0.0180223918141436,17.72463312951366,2.2314667867551226,1.201890519958713,0.3067098033880051,30,7.23638732937952,0.0566402079562939,68.50931491424146,10.425573912431728,18.43795789907532,6.105192177838568,6,7.249186339504017,0.019010426354826,18.276833032533276,2.284407049753519,1.2741379412431306,0.3233532758657452,24,7.247890498976013,0.0180223918141436,20.57809228401756,2.2314667867551226,1.620020913768377,0.3577207128105812,30,7.221286095698025,0.0011620936329875,0.056652128106047785,67.11608852981637,1.2276753460732712,10.497608211346675,6,7.250565837409983,0.0016003934889913,0.019077672014998808,17.520299981281532,1.223417905180069,2.5913832097315836,24,7.252795711367481,0.0042477138252241,0.018516200459152254,19.67886983242183,1.1192850863440125,2.4964460989381196,30,18.32179754274281,6.2097716690196405,1.167127057361244,0.3490395713931559,1.4648916173573898,0.3768810622939865
3,[7.3 7.4],7.35,7.367076827110317,0.025022983977452,8.900725170545625,3.0117361288555182,0.2303429130401083,0.1564461062868305,18,7.365092916216805,0.0151252128159352,20.339328980183065,2.1357549064011674,1.20831794314511,0.257227317856379,39,7.365623799149907,0.0129442650976096,16.51182057138439,1.742161798981555,0.7953659985360294,0.1695039983738487,57,7.367076827110317,0.025022983977452,6.670218875097249,3.0117361288555182,0.1293612614693016,0.1170558903882364,18,7.365092916216805,0.0151252128159352,22.065858900851765,2.1357549064011674,1.4221639197457605,0.2797225339540481,39,7.365623799149907,0.0129442650976096,16.91427373905389,1.742161798981555,0.8346104338246434,0.1737191951714905,57,7.373329618916494,0.0100766561443502,0.026975706222215762,5.438241693533018,1.868058061395958,3.544036601193623,18,7.36862781727795,0.0037842706472782,0.015591432489004397,21.19524494659816,1.6040408987922008,2.6710290573512583,39,7.365488770493206,0.0010145311292263995,0.01298396211983705,15.965665722953625,1.3792538218518102,2.222041592527798,57,0.08475948133702899,0.11059884330430156,1.3015173493309846,0.33134601851920625,0.7438514137875465,0.20824376822964955
4,[7.4 7.5],7.45,7.454544949642021,0.02083094316391,24.362838063023087,2.659773968844389,1.4109502682788952,0.3154222538475104,32,7.448467758395992,0.0135740084506512,15.718216287869687,1.4714338416687531,0.595579391521033,0.11305138904309,57,7.450279110375571,0.0113725775559573,17.743931067005526,1.287540448202409,0.7558253815190513,0.1114602168036613,89,7.454544949642021,0.02083094316391,23.516427040943142,2.659773968844389,1.3146151277096747,0.3039850289195776,32,7.448467758395992,0.0135740084506512,17.152955731585664,1.4714338416687531,0.7092691562704857,0.123689424267816,57,7.450279110375571,0.0113725775559573,18.6441230970594,1.287540448202409,0.8344603622563729,0.1173068032808141,89,7.452955504340077,0.00023069727022040007,0.020832220580834296,21.96291071957122,2.8300295435244127,3.8837436556193086,32,7.450393699434329,0.0005565034688013,0.013585411349279715,16.055615845719494,2.4649285917301658,2.8707125444281116,57,7.4471897820261415,0.004907779967885,0.012386356384322105,17.415287857941898,2.614898059989177,2.9146959137948545,89,1.150867131858394,0.4107467784313101,0.6186729622954676,0.22207988262726405,0.733284376099523,0.2463404918348052
5,[7.5 7.6],7.55,7.559878827535028,0.0191333125126579,23.298855060317237,2.467300745114486,1.012491138570792,0.2190316550667772,51,7.549569570598642,0.011133198991682,13.705436104362915,1.3875426061605187,0.35877076529405,0.0732240164397757,93,7.552177183203457,0.0096227237700437,16.0104799533667,1.2094139678565792,0.4866675823215806,0.0743111879489283,144,7.559878827535028,0.0191333125126579,26.626486739740056,2.467300745114486,1.322360308342027,0.2518982186696789,51,7.549569570598642,0.011133198991682,17.09785392192874,1.3875426061605187,0.558360301485665,0.0917486659277496,93,7.552177183203457,0.0096227237700437,19.38733138214945,1.2094139678565792,0.7136081200087274,0.0904252331440613,144,7.557400470286759,0.002650965830906,0.019316088308548977,23.97040099755823,3.6188112137710853,4.3798821408524065,51,7.543829729405398,0.0034533941905091,0.011656502529636886,14.802998600130442,3.558364327318264,3.819323391628665,93,7.545918708602482,0.0008564855064880999,0.009660764989243254,17.007552222635233,3.6675565757562314,3.86181995722475,144,1.0778318862401528,0.39679035232038856,0.42410223952005166,0.21914117050074128,0.5571418947085118,0.253318209989351
6,[7.6 7.7],7.65,7.659978615715883,0.0123747645599941,24.227076292176083,1.5156314546108405,0.8694093314562127,0.1115646340405717,95,7.663850728227435,0.0073833322718357,19.320173977217895,0.9199615477617302,0.5479894994606896,0.0530118561082135,207,7.662834188819007,0.0063405228309223,20.64128016045383,0.7864276352213151,0.6269601926798882,0.0486430298574209,302,7.659978615715883,0.0123747645599941,23.175494925825152,1.5156314546108405,0.7955735178648362,0.1064984694285422,95,7.663850728227435,0.0073833322718357,21.26741791071105,0.9199615477617302,0.6640177690078075,0.0585453079356319,207,7.662834188819007,0.0063405228309223,21.78113760206771,0.7864276352213151,0.6981163793201465,0.0514322429187901,302,7.6607316827381515,0.0024884038870868997,0.012622478038030217,19.714389512730726,3.1936636669622054,3.53505676388375,95,7.664328130999201,0.0013981465260704,0.007514546502929718,18.166171416625772,3.3549109690462835,3.4787579478295454,207,7.660128598652664,0.0028735985520579,0.006961307234121778,18.37676019903819,3.1731079668929922,3.2691103675158426,302,0.5746929669978318,0.20677617676747406,0.48394898557541743,0.18553811567824793,0.5000462754450483,0.1780906521026308
7,[7.7 7.8],7.75,7.7612434146312115,0.008245619590261,25.588083148003356,0.9493798976377148,0.7681269292204352,0.0588348959122187,211,7.756602103932075,0.0048197758287062,22.59822013499809,0.5532440854157946,0.6055461746328965,0.0304017328665799,493,7.757784061703642,0.0041610597703689,23.35615737159233,0.4780034248572212,0.6450889801146135,0.0271183163919705,704,7.7612434146312115,0.008245619590261,25.629331814021377,0.9493798976377148,0.7706054071018898,0.0589355806122102,211,7.756602103932075,0.0048197758287062,25.208285916615623,0.5532440854157946,0.7535037659275997,0.0341149403209863,493,7.757784061703642,0.0041610597703689,25.315022032140295,0.4780034248572212,0.7578329022266079,0.0295258339480877,704,7.765376528405171,0.0016563204333008006,0.008410329351759402,22.341766028446685,1.9145210451780343,2.1369869027366994,211,7.757068574294701,0.0042857775531421,0.006449661097607937,21.97753354773565,2.09718525628141,2.1689317686851477,493,7.760999538704071,0.0034454017825967,0.005402333926748975,22.021919107973726,2.0813994575369463,2.1355821164287567,704,0.5800419040194875,0.11152896524283591,0.5721240813487418,0.11324343057022844,0.5692613343303198,0.11063542245563977
8,[7.8 7.9],7.85,7.855891313773028,0.005512803642407,28.712579341278175,0.6080674492311806,0.7777750400367379,0.0343906420782278,464,7.857838109080823,0.0031647661236671,22.27355197697007,0.3486719973391199,0.4659526108312452,0.0149780647907623,1192,7.857355550961383,0.0027446513991989,23.866830021086773,0.3024735517240144,0.5355929210462644,0.013991165939346,1656,7.855891313773028,0.005512803642407,29.206741686701378,0.6080674492311806,0.8047774605930657,0.0350325383685482,464,7.857838109080823,0.0031647661236671,24.30701800923229,0.3486719973391199,0.5549146052484818,0.0164254823662858,1192,7.857355550961383,0.0027446513991989,25.519409526749797,0.3024735517240144,0.6123314852729715,0.0150225326825313,1656,7.860624601273304,0.0020251673738008,0.005873015144850481,27.000609765294424,1.0063425590503101,1.1757854264152288,464,7.859523805211187,0.0007758039418072999,0.0032584684091816244,22.145549544379747,1.1651597832457696,1.2162111174552632,1192,7.860383711471473,0.0029178056074989998,0.004005833354781135,23.352806277734512,1.0463598272871195,1.0892011465532299,1656,0.6803359839410378,0.059962688092710055,0.4588281105389956,0.050514189952468744,0.5092081440318666,0.047731727473392584
9,[7.9 8. ],7.95,7.950719524040843,0.0044527765614215,30.036716027912014,0.462278939841219,0.6842050453803276,0.0221980749157574,729,7.949154347109817,0.0025399037531238,24.68538993617887,0.2758920360561852,0.4637955054033548,0.0107160294386393,1891,7.949538585003347,0.0022062223516712,26.09083553316145,0.2369083784484796,0.5176524673910945,0.0097615880752812,2620,7.950719524040843,0.0044527765614215,30.10246430149429,0.462278939841219,0.6872036778079658,0.0222515330511433,729,7.949154347109817,0.0025399037531238,26.46933134675253,0.2758920360561852,0.5332520000789511,0.0115454386191665,1891,7.949538585003347,0.0022062223516712,27.42351926708544,0.2369083784484796,0.5718849773567524,0.010299126928867,2620,7.951699907686239,0.0013839332035530999,0.0046628843238752365,29.717366093159164,0.2295178334371073,0.5161203872028164,729,7.948718500620868,0.0012667221331444998,0.002838255809071923,26.041100956350785,0.11093248175128073,0.2973590944745521,1891,7.949071094914061,0.0005667874440193001,0.002277864146895405,27.044148427231942,0.137247721882865,0.27379283581044317,2620,0.6682233084313287,0.0242944486433186,0.5166555284685134,0.012272824030495942,0.5567707683342261,0.011645495438055714
