logg_bin_id,Bin_range,Bin_center,mean_loggs_cool_SDSSV_LSR,e_mean_loggs_cool_SDSSV_LSR,mean_RVs_cool_SDSSV_LSR,e_mean_RVs_cool_SDSSV_LSR,mass_cool_SDSSV_LSR,e_mass_cool_SDSSV_LSR,num_obs_per_bin_cool_SDSSV_LSR,mean_loggs_cool_eSDSS_LSR,e_mean_loggs_cool_eSDSS_LSR,mean_RVs_cool_eSDSS_LSR,e_mean_RVs_cool_eSDSS_LSR,mass_cool_eSDSS_LSR,e_mass_cool_eSDSS_LSR,num_obs_per_bin_cool_eSDSS_LSR,mean_loggs_cool_All_LSR,e_mean_loggs_cool_All_LSR,mean_RVs_cool_All_LSR,e_mean_RVs_cool_All_LSR,mass_cool_All_LSR,e_mass_cool_All_LSR,num_obs_per_bin_cool_All_LSR,mean_loggs_cool_SDSSV_asym,e_mean_loggs_cool_SDSSV_asym,mean_RVs_cool_SDSSV_asym,e_mean_RVs_cool_SDSSV_asym,mass_cool_SDSSV_asym,e_mass_cool_SDSSV_asym,num_obs_per_bin_cool_SDSSV_asym,mean_loggs_cool_eSDSS_asym,e_mean_loggs_cool_eSDSS_asym,mean_RVs_cool_eSDSS_asym,e_mean_RVs_cool_eSDSS_asym,mass_cool_eSDSS_asym,e_mass_cool_eSDSS_asym,num_obs_per_bin_cool_eSDSS_asym,mean_loggs_cool_All_asym,e_mean_loggs_cool_All_asym,mean_RVs_cool_All_asym,e_mean_RVs_cool_All_asym,mass_cool_All_asym,e_mass_cool_All_asym,num_obs_per_bin_cool_All_asym,mean_loggs_warm_SDSSV_LSR,e_mean_loggs_warm_SDSSV_LSR,mean_RVs_warm_SDSSV_LSR,e_mean_RVs_warm_SDSSV_LSR,mass_warm_SDSSV_LSR,e_mass_warm_SDSSV_LSR,num_obs_per_bin_warm_SDSSV_LSR,mean_loggs_warm_eSDSS_LSR,e_mean_loggs_warm_eSDSS_LSR,mean_RVs_warm_eSDSS_LSR,e_mean_RVs_warm_eSDSS_LSR,mass_warm_eSDSS_LSR,e_mass_warm_eSDSS_LSR,num_obs_per_bin_warm_eSDSS_LSR,mean_loggs_warm_All_LSR,e_mean_loggs_warm_All_LSR,mean_RVs_warm_All_LSR,e_mean_RVs_warm_All_LSR,mass_warm_All_LSR,e_mass_warm_All_LSR,num_obs_per_bin_warm_All_LSR,mean_loggs_warm_SDSSV_asym,e_mean_loggs_warm_SDSSV_asym,mean_RVs_warm_SDSSV_asym,e_mean_RVs_warm_SDSSV_asym,mass_warm_SDSSV_asym,e_mass_warm_SDSSV_asym,num_obs_per_bin_warm_SDSSV_asym,mean_loggs_warm_eSDSS_asym,e_mean_loggs_warm_eSDSS_asym,mean_RVs_warm_eSDSS_asym,e_mean_RVs_warm_eSDSS_asym,mass_warm_eSDSS_asym,e_mass_warm_eSDSS_asym,num_obs_per_bin_warm_eSDSS_asym,mean_loggs_warm_All_asym,e_mean_loggs_warm_All_asym,mean_RVs_warm_All_asym,e_mean_RVs_warm_All_asym,mass_warm_All_asym,e_mass_warm_All_asym,num_obs_per_bin_warm_All_asym,mean_loggs_cool_SDSSV_debias,e_mean_loggs_cool_SDSSV_debias_sys,e_mean_loggs_cool_SDSSV_debias,mean_RVs_cool_SDSSV_debias,e_mean_RVs_cool_SDSSV_debias_sys,e_mean_RVs_cool_SDSSV_debias,num_obs_per_bin_cool_SDSSV_debias,mean_loggs_cool_eSDSS_debias,e_mean_loggs_cool_eSDSS_debias_sys,e_mean_loggs_cool_eSDSS_debias,mean_RVs_cool_eSDSS_debias,e_mean_RVs_cool_eSDSS_debias_sys,e_mean_RVs_cool_eSDSS_debias,num_obs_per_bin_cool_eSDSS_debias,mean_loggs_cool_All_debias,e_mean_loggs_cool_All_debias_sys,e_mean_loggs_cool_All_debias,mean_RVs_cool_All_debias,e_mean_RVs_cool_All_debias_sys,e_mean_RVs_cool_All_debias,num_obs_per_bin_cool_All_debias,mean_loggs_warm_SDSSV_debias,e_mean_loggs_warm_SDSSV_debias_sys,e_mean_loggs_warm_SDSSV_debias,mean_RVs_warm_SDSSV_debias,e_mean_RVs_warm_SDSSV_debias_sys,e_mean_RVs_warm_SDSSV_debias,num_obs_per_bin_warm_SDSSV_debias,mean_loggs_warm_eSDSS_debias,e_mean_loggs_warm_eSDSS_debias_sys,e_mean_loggs_warm_eSDSS_debias,mean_RVs_warm_eSDSS_debias,e_mean_RVs_warm_eSDSS_debias_sys,e_mean_RVs_warm_eSDSS_debias,num_obs_per_bin_warm_eSDSS_debias,mean_loggs_warm_All_debias,e_mean_loggs_warm_All_debias_sys,e_mean_loggs_warm_All_debias,mean_RVs_warm_All_debias,e_mean_RVs_warm_All_debias_sys,e_mean_RVs_warm_All_debias,num_obs_per_bin_warm_All_debias,mass_cool_SDSSV_debias,e_mass_cool_SDSSV_debias,mass_cool_eSDSS_debias,e_mass_cool_eSDSS_debias,mass_cool_All_debias,e_mass_cool_All_debias,mass_warm_SDSSV_debias,e_mass_warm_SDSSV_debias,mass_warm_eSDSS_debias,e_mass_warm_eSDSS_debias,mass_warm_All_debias,e_mass_warm_All_debias
0,[7.  7.1],7.05,7.0468898211001925,0.0721888154753855,,16.32787362409001,8.330503147648168,,2,7.042349297572752,0.0238938065503405,34.749058162941054,4.78260350929787,7.415452843504001,2.081588639034828,16,7.042797617541965,0.0226835483949203,29.077781499641155,4.589761962988377,5.187114313966739,1.6597740036551405,18,7.0468898211001925,0.0721888154753855,,16.32787362409001,11.54333622770823,,2,7.042349297572752,0.0238938065503405,36.007242832250085,4.78260350929787,7.962167996741176,2.1600104660806054,16,7.042797617541965,0.0226835483949203,29.71830838572335,4.589761962988377,5.4181553325989835,1.6973418823174764,18,,,,,,,0,7.069356625793517,0.0532423306196696,28.890662197613096,14.195046265901151,4.816807228815943,4.770042732214872,3,7.069356625793517,0.0532423306196696,28.890662197613096,14.195046265901151,4.816807228815943,4.770042732214872,3,,,,,,,0,7.069356625793517,0.0532423306196696,28.262883652671228,14.195046265901151,4.609748319556039,4.6648549053527475,3,7.069356625793517,0.0532423306196696,28.262883652671228,14.195046265901151,4.609748319556039,4.6648549053527475,3,7.008635612928462,,,,,,2,7.04068233750008,0.0077253163652128976,0.025111640814724168,34.08844216760957,2.225518117414734,5.275057081974518,16,7.019935873927746,0.0057945157960102005,0.02341195807904377,27.137131472440927,1.4891579943096316,4.825298582358527,18,,0.0129656644218965,,,1.0128831041646222,,0,7.057286629525799,0.0093663123619567,0.05405990729807025,27.25663001351294,0.43693536154765766,14.201769291227238,3,7.065723100518663,0.0001272140034167999,0.0532424825981741,27.34873941332412,0.5931454878637368,14.207433267865358,3,,,7.163625449497464,2.255449020013268,4.7620385031516,1.7128386617890101,,,4.408172567566674,4.626316789449651,4.352636753533071,4.5536873535258975
1,[7.1 7.2],7.15,7.143679214250122,0.0393245945656489,0.4179710084027501,6.232006325527259,0.0008495990200053,0.0253353977632063,9,7.159543989999686,0.0272573262253746,29.045647251371715,5.9036814914370055,3.955660644749501,1.627070317813853,23,7.154395480713551,0.0224020640774337,15.505749803226356,4.285904842862488,1.140751273854307,0.6333636561754582,32,7.143679214250122,0.0393245945656489,7.222373470976157,6.232006325527259,0.2536772780915031,0.4383858119643731,9,7.159543989999686,0.0272573262253746,27.983197771068884,5.9036814914370055,3.671568141447826,1.5662432353694546,23,7.154395480713551,0.0224020640774337,18.164048302684822,4.285904842862488,1.5654194106402413,0.7431382928836522,32,,,,,,,0,7.167360000000003,0.1280949536814928,76.24920010177922,27.375607581371955,26.773890517406887,20.783852491560037,1,7.167360000000003,0.1280949536814928,76.24920010177922,27.375607581371955,26.773890517406887,20.783852491560037,1,,,,,,,0,7.167360000000003,0.1280949536814928,85.73965842849222,27.375607581371955,33.85356403892215,23.81264234831392,1,7.167360000000003,0.1280949536814928,85.73965842849222,27.375607581371955,33.85356403892215,23.81264234831392,1,7.146916661471319,,,5.157309405821529,,,9,7.166368473689026,0.013555326227766798,0.03044189058021325,26.043195480558953,2.3187940206640407,6.342732917489367,23,7.156753124835802,0.0007226976440178005,0.022413718272837158,15.648407004828968,1.8131105321264158,4.653638374839612,32,,0.0126932365055693,,,0.39526752295034484,,0,7.167350822709708,0.0012205585532179,0.12810076862316486,85.1196030801826,0.3434623874982759,27.377762086425104,1,7.168900144503705,0.0033237633085567994,0.12813806835283217,85.17110157299643,0.5684301157126406,27.381508418013038,1,0.12838982644951855,,3.130552323695969,1.5405790896406446,1.155548134679119,0.689873362433086,,,33.36639263299726,23.612683105479633,33.287814539785806,23.549160328670496
2,[7.2 7.3],7.25,7.236417805691423,0.0758442552646509,66.45190126372191,12.158830111129769,17.34594302673686,7.033415911105337,4,7.236460424526462,0.0431532495235207,35.21147525337799,5.3408463797532875,4.86977523397584,1.5545147854003194,7,7.236450001733468,0.037507140926567,40.26428124053355,4.889896062533372,6.367820300157749,1.6415420212134744,11,7.236417805691423,0.0758442552646509,77.19900972514355,12.158830111129769,23.41027698768087,8.431702962402309,4,7.236460424526462,0.0431532495235207,37.6011005778241,5.3408463797532875,5.553177920435738,1.6712596427207893,7,7.236450001733468,0.037507140926567,44.005640399149506,4.889896062533372,7.606197331870022,1.813548351006185,11,7.227840000000002,0.1076859390517757,61.78674582024864,23.87452809030687,15.29507264116641,12.413612458986853,1,7.2506702647264785,0.0218503723392735,10.71254280065459,2.624658165156241,0.4362302464892357,0.214883546458462,14,7.249767471603947,0.0214139925322571,11.3224449544127,2.608939933049463,0.4883305149123221,0.2263286020623365,15,7.227840000000002,0.1076859390517757,74.63257135468943,23.87452809030687,22.316069679414163,15.312327623317026,1,7.2506702647264785,0.0218503723392735,12.944462002424638,2.624658165156241,0.6369401771734879,0.2602761523747982,14,7.249767471603947,0.0214139925322571,13.681110026883838,2.608939933049463,0.7129779498372547,0.2741878760468756,15,7.2560527330417255,0.011696144107426,0.07674080299052911,75.21328063503647,1.5981324092590194,12.26340804461957,4,7.229457899155791,0.0079136027135335,0.04387286236783376,35.47160752758368,2.48774924014484,5.891819441731478,7,7.235844157326493,0.0070758536461257,0.03816874801859169,41.692942604842344,1.7764091845642245,5.202567932606311,11,7.221418718133809,0.0055888602838614,0.10783087140858723,73.8399367151961,0.6171983570877922,23.8825045869742,1,7.24831587185755,0.0003891432732361069,0.021853837279800392,12.508856248076958,0.3853992551942849,2.6528028705174522,14,7.248542028805859,0.006762701044372099,0.022456473489555616,13.348008325211048,0.5836474232448178,2.6734269933776855,15,21.23915479355649,7.8774891970746115,5.022324169016475,1.7438500098243792,6.837255943606316,1.8090611221405852,22.169955048630705,15.36126039847588,0.5980262265615115,0.2554304489232277,0.6805997856410898,0.2748920328433668
3,[7.3 7.4],7.35,7.37384152040137,0.0495221056969619,19.76210949856415,7.351320092518345,1.1179592697042624,0.8414533991471127,5,7.368533676820279,0.0383980909871598,25.746893917162033,5.591612479691231,1.9209537537664636,0.851481446065985,13,7.370526610337997,0.0303449516898685,23.55341890032226,4.450485843115086,1.6002292372273168,0.6149854074395069,18,7.37384152040137,0.0495221056969619,17.62987436509682,7.351320092518345,0.889729137737886,0.7489039503438172,5,7.368533676820279,0.0383980909871598,27.149211077370744,5.591612479691231,2.135903612846064,0.8998542073396207,13,7.370526610337997,0.0303449516898685,23.66029221333079,4.450485843115086,1.6147842201288878,0.617868756986978,18,7.365702325287645,0.0341607522795006,5.856037645048606,3.6345340650511297,0.1000244779911697,0.1244088786012631,10,7.364024739904627,0.0182927009389716,17.871490146578957,2.398539983674385,0.935185342181476,0.2540949876795687,20,7.364398585144038,0.0161261626814295,14.22621041892986,2.001907969062499,0.5920805164079901,0.1680788255246485,30,7.365702325287645,0.0341607522795006,2.4569830972719644,3.6345340650511297,0.017607711402422,0.0521114215264905,10,7.364024739904627,0.0182927009389716,19.68655620565947,2.398539983674385,1.1347904214972215,0.2806183490040406,20,7.364398585144038,0.0161261626814295,14.459402791332916,2.001907969062499,0.6116500643216065,0.1708822263529508,30,7.375521143452367,0.0119953624085366,0.05095417227247637,15.532321726184822,1.9148337292607316,7.596610778062708,5,7.372431802422229,0.0166621797163664,0.04185739629215719,25.306703299896743,2.3325814023792013,6.058635665045724,13,7.369130927542577,0.0035917185840616,0.030556775606198155,21.67569863101762,2.133349779945231,4.935383016885332,18,7.360027702153461,0.0037493462496485997,0.03436589288235007,1.5468346947407619,1.1057053751396282,3.7990027963440296,10,7.3617554774639515,0.0008350711064703999,0.0183117517292998,19.52946836611097,0.6617147298558256,2.4881439743296383,20,7.358525686085705,0.0050187521122237,0.016889079181289884,14.096256766413887,0.8612363141038166,2.179303444985821,30,0.6879430870874492,0.6777473008458246,1.8392477921976664,0.8983262548883075,1.3596157279536951,0.626493820328748,0.007070677122810284,0.034735460244403354,1.1226031684874083,0.28993942001499234,0.5892272409768584,0.1836262219193538
4,[7.4 7.5],7.45,7.439998989287295,0.0363029395096381,4.1353468560942765,4.108426579873353,0.0420364269461631,0.0835994362288019,15,7.458841223799207,0.0269169824253663,,2.923500936439152,0.0220223568687079,,24,7.452157191696414,0.0216219497242455,,2.3819877205170403,0.0009806410902438,,39,7.439998989287295,0.0363029395096381,1.998675617950061,4.108426579873353,0.0098194358845231,0.0403775072760201,15,7.458841223799207,0.0269169824253663,,2.923500936439152,0.0090547829927306,,24,7.452157191696414,0.0216219497242455,,2.3819877205170403,0.0009493398647959,,39,7.463607034440959,0.0259765843481644,38.62467037081905,3.5114142456489397,3.4731491732934927,0.6647883222470572,16,7.44464098205452,0.0159698174870428,21.438842219700057,1.713687644047677,1.117796056611141,0.1833655938753564,32,7.449843084490655,0.0136045136976128,24.744721949881605,1.5400696386609256,1.4713736384080458,0.188862245794994,48,7.463607034440959,0.0259765843481644,38.650537687796,3.5114142456489397,3.477802734523824,0.6652770553025216,16,7.44464098205452,0.0159698174870428,23.08587428526008,1.713687644047677,1.2961419584875244,0.1982425216512842,32,7.449843084490655,0.0136045136976128,26.079905460079647,1.5400696386609256,1.6344432280103147,0.1997088179697046,48,7.4407562506258484,0.005420539929674201,0.03670539020593073,0.023753389859081153,3.0337895859380417,5.10715656838088,15,7.4606228671335515,0.0093836308442182,0.028505726980872483,,3.1223679098975694,4.277386946503521,24,7.454196578305731,0.0049457521363897,0.02218037813186248,,3.0936591651292975,3.9044324210674293,39,7.446277759761984,0.0183996747068117,0.03183285981048178,37.05221785829133,2.885799907992201,4.545093080841592,16,7.4420839953672395,0.0065192977507873996,0.017249240961064914,22.627759191453688,1.2471952091808483,2.1194860771341095,32,7.450564189136516,0.0035924303597489994,0.01407083326737193,25.370550198678334,1.6293336113354293,2.2419952071653824,48,1.3845091874297475e-06,0.00059535968289903,,,,,3.326224492835106,0.8516796273194966,1.2525642155914483,0.23986498151549973,1.544174872872057,0.27746520675519
5,[7.5 7.6],7.55,7.558540281628796,0.0350229680883354,16.51462415276039,4.099967693179276,0.5102676150187268,0.2566809054741719,19,7.549774828758467,0.0240787395191873,19.726767478858747,2.524591139740364,0.7429129373898679,0.1945629002819926,39,7.552588215111093,0.0198417721027643,18.84368381334957,2.149729928644578,0.673510391486193,0.1567216548181985,58,7.558540281628796,0.0350229680883354,18.692059244387305,4.099967693179276,0.6536946267237314,0.2915714891274046,19,7.549774828758467,0.0240787395191873,23.702593092048865,2.524591139740364,1.0725506050414892,0.2360890484777852,39,7.552588215111093,0.0198417721027643,22.325095220020437,2.149729928644578,0.9453645739280307,0.1871153222913917,58,7.555704586464413,0.0258065175178603,27.126141756832023,3.396127287633646,1.3857100494286572,0.356611543847129,24,7.546809590287784,0.0131969178014279,16.380545292154782,1.7688607109487238,0.5157604291690154,0.1124864027988671,48,7.54865350877491,0.0117497162486057,18.673567859885317,1.5688190715021864,0.6674242755394123,0.1135888133198042,72,7.555704586464413,0.0258065175178603,30.466611121881087,3.396127287633646,1.748012810496122,0.4033086296975012,24,7.546809590287784,0.0131969178014279,18.926188134762487,1.7688607109487238,0.6885216716545149,0.1303893812306922,48,7.54865350877491,0.0117497162486057,21.38882019410011,1.5688190715021864,0.8756308405987365,0.1306171566657651,72,7.553742177708434,0.0043872158880534995,0.03529668478717157,15.51754393048856,4.108154061058535,5.804021439873006,19,7.546956935194421,0.0067045257837099,0.024994726700192243,20.54590281779862,4.260163474197304,4.952025166509192,39,7.546880387964795,0.0006813379071105002,0.019853466738121616,19.381541625044477,3.944794537474227,4.492520752205461,58,7.546743167193607,0.005055622613946599,0.026297065737725923,28.001261973258103,3.1823864090182035,4.654166285180799,24,7.541883693935002,0.0053320028542876,0.01423337254117153,17.212357545956113,2.130147598374819,2.768825925478168,48,7.5394053694330605,0.0017206622344864678,0.011875037281959867,19.375923419793946,2.4061407065163607,2.872404285379068,72,0.4555171037274328,0.34275902025719757,0.8111373937662139,0.3937816828018489,0.7219334213798979,0.3363026080124052,1.5073459603996053,0.5093249115616837,0.5759674267351919,0.1862623002317714,0.7340410508632661,0.2185609307675008
6,[7.6 7.7],7.65,7.661018309908904,0.0265804196923602,16.31695443002409,2.455502258344082,0.3934239464024174,0.1208344369847602,33,7.660829299769358,0.0175851789123254,22.96079200315799,1.9010782175995249,0.7793729493677231,0.1328613438052965,67,7.660886842274291,0.0146660669901438,20.47090148058617,1.5032145153793262,0.6194239497783943,0.0933447495584987,100,7.661018309908904,0.0265804196923602,16.97954589801596,2.455502258344082,0.4260246533058879,0.1259479324916384,33,7.660829299769358,0.0175851789123254,24.422051836667183,1.9010782175995249,0.8817305669312719,0.1418394249080898,67,7.660886842274291,0.0146660669901438,21.63284683325661,1.5032145153793262,0.6917376394194001,0.0989318029977092,100,7.660418911955707,0.0145746997563935,26.74474508892554,2.005745128198042,1.0584221328294043,0.1626797039587188,55,7.665147538357483,0.0087141103514436,17.093131875212332,1.1584880335738106,0.427658045947248,0.0586007608498187,117,7.663902307933755,0.0074792315193887,19.50750585182047,1.003178144747511,0.558601481098698,0.0582522605584946,172,7.660418911955707,0.0145746997563935,24.405114173817843,2.005745128198042,0.8813403924706457,0.1478552663546715,55,7.665147538357483,0.0087141103514436,19.1392418993448,1.1584880335738106,0.5361703866420934,0.0657937366221891,117,7.663902307933755,0.0074792315193887,20.456512359951947,1.003178144747511,0.6142734947663,0.0611690940475674,172,7.663205872503505,0.0140352409536132,0.030058388174484526,12.56948733516013,3.86280885761305,4.577202596694484,33,7.655716382129751,0.0032044798110426997,0.017874764564543896,19.890977778658918,3.3224958928149775,3.8279338222079784,67,7.655618597994614,0.0023442252003239997,0.014852235951169766,17.210295059190692,3.27145136879302,3.6002844245454866,100,7.659467199834645,0.0002307792464027003,0.014576526748494887,21.378420886921404,3.0166117248724547,3.6225626037279395,55,7.6686660120177095,0.0007880705268687999,0.00874967281516605,16.628571468932506,2.063680335410691,2.366615949133804,117,7.665868509697168,0.0047540674624943005,0.00886228308950715,17.907792465185132,2.3098617042887426,2.518298529372313,172,0.23228980852603406,0.1699397539412998,0.5918297349555689,0.22908890210679347,0.44315834647363134,0.18603018394333617,0.6777740628699276,0.2308206770905322,0.4014623012902932,0.11455992794578437,0.46861533320480286,0.13214531107395916
7,[7.7 7.8],7.75,7.762050733471166,0.0165252307496644,25.390829008021228,1.596027064208872,0.7549252077334152,0.0991587202588818,67,7.757121259903421,0.0106904276946194,20.44606935801509,1.1178985787016158,0.495107264452472,0.0554952291794004,157,7.758575601434276,0.0089759508214149,22.073526051214575,0.9156349860766106,0.5751335789822273,0.0491727472669906,224,7.762050733471166,0.0165252307496644,23.73383388914179,1.596027064208872,0.6596080732085715,0.0921952984902018,67,7.757121259903421,0.0106904276946194,22.289420302386624,1.1178985787016158,0.5884061270656928,0.0607727925719098,157,7.758575601434276,0.0089759508214149,22.76481662615133,0.9156349860766106,0.6117213106333808,0.0508068953806976,224,7.759021007064949,0.0104808409781358,23.453685793918915,1.3421618310822467,0.6486375660104116,0.0758703210129267,115,7.7562621496768624,0.0056788120479316,22.81063640342884,0.6758613455014189,0.6174667175810616,0.0374703252321984,297,7.756888272499533,0.0049929966331017,22.940713147267836,0.6036463055388883,0.6236292196926467,0.0335935316138455,412,7.759021007064949,0.0104808409781358,25.437139673591656,1.3421618310822467,0.7629857754366417,0.0825947706952952,115,7.7562621496768624,0.0056788120479316,25.765819171705996,0.6758613455014189,0.7878193770860353,0.0425949300439057,297,7.756888272499533,0.0049929966331017,25.69933351832755,0.6036463055388883,0.7826297410793991,0.0378510509734469,412,7.765411407816993,0.0017850411418560003,0.01662136044996836,19.21782304158136,2.0688103904283643,2.612906202149544,67,7.762496785088483,0.0103354666235766,0.014869670965456881,17.93482427954021,1.6965386144515655,2.0317333738924335,157,7.759756828498645,0.0048184294675266,0.010187490156166408,18.178924173750325,1.7853136403644747,2.0064227426439745,224,7.767103878975373,0.0063558134356389,0.012257421916439791,23.032388002494407,1.77489167796087,2.225227819642025,115,7.758381379985674,0.001202089039558933,0.005804646788113882,23.452791382372926,1.6434895381774801,1.7770330386466695,297,7.758527334923561,0.0026522118160307003,0.005653692854697519,23.384222863768194,1.7145625263924344,1.8177220687167652,412,0.429138887881783,0.11784385559586458,0.37626893645689913,0.08621863024189787,0.3890276116119494,0.08635810811242046,0.614009309899325,0.1199015050577972,0.6495440366653648,0.09881484623410518,0.6455344840926334,0.10070968817440142
8,[7.8 7.9],7.85,7.862431292911186,0.0099849333523566,27.100171670117753,0.9657348739850048,0.6825173409748868,0.051112389729601,169,7.85826978736185,0.0066250078549387,16.453841134447764,0.6352949554301855,0.2540187129719951,0.019994775485639,436,7.8595418257490435,0.0055203935539698,19.66946427052157,0.5307506249646526,0.3619462955509755,0.0200676523220254,605,7.862431292911186,0.0099849333523566,28.195605098990654,0.9657348739850048,0.7388094550829765,0.0533847342290348,169,7.85826978736185,0.0066250078549387,18.198737221117703,0.6352949554301855,0.3107517763571555,0.0222077408848801,436,7.8595418257490435,0.0055203935539698,21.21819632288588,0.5307506249646526,0.4211880105877416,0.0217406552177027,605,7.852141614781385,0.0074184127170645,31.15313778044263,0.8788867190136577,0.9235552384303424,0.0544459565306164,221,7.857184741564464,0.0037983559036849,24.960597288861337,0.4410997826315876,0.5860384411633852,0.021337509658765,657,7.856137241158775,0.0033809453279704,26.206577602946258,0.3942339892747462,0.6475663536462848,0.0201247438720176,878,7.852141614781385,0.0074184127170645,30.77726219969408,0.8788867190136577,0.901403527198677,0.0537348589157006,221,7.857184741564464,0.0037983559036849,27.24867556696696,0.4410997826315876,0.6984043788439918,0.0234219683874998,657,7.856137241158775,0.0033809453279704,27.958650655042405,0.3942339892747462,0.737048510884948,0.0215630912849361,878,7.865393815173037,0.0039305667317784,0.010730715208408355,24.96437984202088,0.932566480250042,1.3425066431555506,169,7.86119518266945,0.0025677917660651,0.007105229315924378,15.075411672954068,0.9829023208625891,1.1703404003759357,436,7.865431129204515,0.0026451617669015,0.00612140717186733,17.981352974858407,0.9352860173398305,1.075386516621708,605,7.856249067162785,0.0019607112907529,0.007673150331277904,29.426262187180942,1.1337999981888665,1.4345536939242343,221,7.859837384182715,0.0008099387407280999,0.0038837492626056787,25.930571825398196,0.8414479731713058,0.950054582532884,657,7.856971853114862,0.0006636704475928,0.0034454680050368925,26.590002588836207,0.8551260849662475,0.9416268154046924,878,0.5752394305841596,0.06348078902224866,0.21180883788228022,0.0330685228679674,0.2984107763644902,0.035940272555071345,0.8162478161099094,0.08088155664214276,0.6286192887498253,0.04640496259527554,0.6653739673894795,0.047420254265130475
9,[7.9 8. ],7.95,7.946440300577421,0.0077999091004048,26.52201619509668,0.6916705848031789,0.5387331132892919,0.0297185417940615,286,7.948491874882258,0.005011313703528,22.878199724742533,0.4588640554722404,0.398981462782187,0.0166536073642841,762,7.947892449377755,0.004216125449439,23.9917960237846,0.3823710016215655,0.4393736121510104,0.0146402423396729,1048,7.946440300577421,0.0077999091004048,26.04468375461885,0.6916705848031789,0.51951581802192,0.0291284537180493,286,7.948491874882258,0.005011313703528,24.45556638618584,0.4588640554722404,0.4558946283521792,0.0178985811292552,762,7.947892449377755,0.004216125449439,24.941220708962,0.3823710016215655,0.4748362437053806,0.0152716463129032,1048,7.946593834709005,0.0071719316703916,37.33320972125512,0.8474881726440949,1.0670818285710373,0.0515522007682062,228,7.946908593512221,0.0033241074649119,26.553824398954443,0.3911887839456494,0.5394441197754016,0.0164216399721235,835,7.946852933509079,0.003015913031318,28.447111966960023,0.3551770855791897,0.6191905646234422,0.0160486004152048,1063,7.946593834709005,0.0071719316703916,38.12707580217808,0.8474881726440949,1.1129459158238488,0.0527804598622885,228,7.946908593512221,0.0033241074649119,28.64514946464512,0.3911887839456494,0.6277612304819006,0.0178064137320771,835,7.946852933509079,0.003015913031318,30.310551778305445,0.3551770855791897,0.7029681530429459,0.0171827142073989,1063,7.946261560772389,0.0017313279908419,0.007989748343123848,24.943423507669287,0.3469146064822226,0.7737945089445174,286,7.949105669940087,0.0002820001614151999,0.005019241887596743,23.50777933570184,0.3994011285924337,0.6083399402680553,762,7.950625793977873,0.00036836183324069995,0.004232186697866206,23.842351985279244,0.3150547708541289,0.49544635584392677,1048,7.945492498663501,0.0017533586759457,0.007383147738687077,38.408572699577554,0.0995621300557801,0.8533163660172418,228,7.944210349379346,0.0013050901199695999,0.003571127365346311,28.75607454444472,0.05178433234504359,0.39460142138783266,835,7.945350666661111,0.0008398459572047999,0.0031306664856395956,30.52567928813553,0.022166350110993008,0.35586810646329375,1063,0.47670692339642423,0.030849629491426254,0.42064762376364895,0.022307426512905983,0.43119458221024665,0.01840657474958861,1.1323084223949118,0.05386932224458026,0.6365752528533115,0.018237945640414647,0.7154526663993563,0.017460553680105084
